"start","end","text","speaker"
"710","18690"," So we saw for would, the future tense of would, we have our key sound ia, we have the key sound ia which you are adding on to the end of the verb and this gives you the version for I, he, she, it and you form.","Speaker 1"
"19250","23430"," So for this one we have I jumping in with he, she, it, you form.","Speaker 1"
"23630","31509"," So we can take a verb like hablar and we can say I would speak.","Speaker 1"
"31850","34310"," Hablar is to speak and I would speak.","Speaker 1"
"36710","37130"," Good.","Speaker 1"
"37470","38130"," Hablaría.","Speaker 1"
"38410","38710"," Good.","Speaker 1"
"39010","40010"," We would speak.","Speaker 1"
"44520","46700"," They would speak.","Speaker 1"
"48960","49380"," Good.","Speaker 1"
"49520","50600"," They wouldn't speak.","Speaker 1"
"50600","53040"," No hablarían.","Speaker 2"
"53440","54380"," No hablarían.","Speaker 1"
"54760","54980"," Good.","Speaker 1"
"55700","59600"," The verb to like in Spanish is gustar.","Speaker 1"
"60840","74500"," So to like is gustar but it works differently in Spanish and the way it works in Spanish renders the translation to like as kind of complicated.","Speaker 1"
"74760","79440"," It would be much better to translate gustar as to be pleasing.","Speaker 1"
"79920","86740"," So when you say I like it, what we want to say in Spanish is it is pleasing to me.","Speaker 1"
"87300","90800"," That's the way we say I like it in Spanish.","Speaker 1"
"91140","92900"," It is pleasing to me.","Speaker 1"
"93400","102800"," So if you take gustar to mean to be pleasing or to please, how would you make it is pleasing or it pleases?","Speaker 1"
"104620","105180"," Gustar.","Speaker 2"
"105440","106000"," Gustar.","Speaker 1"
"106100","106300"," Good.","Speaker 1"
"106480","108620"," So that's it is pleasing or it pleases.","Speaker 1"
"108760","111080"," Now if you want to say it is pleasing to me.","Speaker 1"
"112740","113240"," Me gusta.","Speaker 2"
"113520","114060"," Me gusta.","Speaker 1"
"114340","117340"," And this is how you say I like it in Spanish.","Speaker 1"
"117740","118520"," Me gusta.","Speaker 1"
"119260","123860"," So a very common error that Spanish learners make is to say me gusto.","Speaker 1"
"124720","124900"," No?","Speaker 1"
"125320","131380"," To translate it like from English literally I like and they say gusto.","Speaker 1"
"131760","133800"," But what does that mean then actually?","Speaker 1"
"133960","139400"," If you say me gusto, what does it mean if gustar means to be pleasing?","Speaker 1"
"140740","142400"," It means I please myself.","Speaker 2"
"142540","144040"," Yes it means I please myself.","Speaker 1"
"144200","145100"," I like myself.","Speaker 1"
"145660","147260"," So you want to be careful there.","Speaker 1"
"147460","150560"," You don't want to be walking around telling everybody how much you like yourself.","Speaker 1"
"150740","152040"," Me gusta mucho.","Speaker 1"
"152320","152420"," No.","Speaker 1"
"152660","154300"," Me gusta mucho.","Speaker 1"
"154540","155780"," It pleases me.","Speaker 1"
"156120","162320"," So if you're saying I like them, then of course what you're saying is they please me.","Speaker 1"
"162620","174160"," So we must take this inter step, this Spanglish step, to think about it literally, to think it through literally so we're sure that we're getting the meaning that we want.","Speaker 1"
"174920","181140"," So how would you say I like them or they please me or they are pleasing to me?","Speaker 1"
"182880","183140"," Me gusta.","Speaker 2"
"183500","183880"," Good.","Speaker 1"
"184240","184800"," Me gusta.","Speaker 1"
"185100","185560"," Good.","Speaker 1"
"185880","188840"," So how do you think you would say I would like?","Speaker 1"
"189320","191800"," It would please me.","Speaker 1"
"192800","193460"," Me gustaría.","Speaker 2"
"193860","194180"," Good.","Speaker 2"
"194500","195100"," Me gustaría.","Speaker 1"
"195420","197800"," So just like in English you use this a in Spanish.","Speaker 1"
"198120","200520"," Me gustaría to eat now.","Speaker 1"
"200660","201880"," I would like to eat now.","Speaker 1"
"203600","206380"," Me gustaría comer ahora.","Speaker 2"
"206600","206860"," Good.","Speaker 1"
"207080","208840"," Me gustaría comer ahora.","Speaker 1"
"209820","211800"," We would like to eat now.","Speaker 1"
"212140","214760"," It would please us to eat now.","Speaker 1"
"216610","219350"," Nos gustaríamos.","Speaker 2"
"221270","222550"," Nos gustaría.","Speaker 2"
"223570","224210"," It.","Speaker 1"
"224370","226510"," It would please us to eat now.","Speaker 1"
"227670","228390"," So you have this.","Speaker 1"
"228590","229710"," Is nos gustarían correct?","Speaker 2"
"229710","231570"," No because you have this idea of nos.","Speaker 1"
"231730","235510"," You have this plural idea and it's manifesting itself in the verb.","Speaker 1"
"235910","239090"," So you're not totally in control of your building process at the moment.","Speaker 1"
"239210","242190"," You're letting some guesswork come in and you need to cut it.","Speaker 1"
"242670","244230"," You need to start with the verb.","Speaker 1"
"244590","246090"," It would please us.","Speaker 1"
"246370","247250"," So it would please.","Speaker 1"
"249190","249630"," Gustaría.","Speaker 2"
"249830","250230"," Exactly.","Speaker 1"
"250490","252370"," So when you start with the verb you're in control.","Speaker 1"
"252570","252750"," Right.","Speaker 2"
"252750","254770"," Now you can say it would please us.","Speaker 1"
"255769","259310"," Nos gustaría comer ahora.","Speaker 2"
"259410","259750"," Exactly.","Speaker 1"
"259990","260329"," Very good.","Speaker 1"
"260450","262070"," Nos gustaría comer ahora.","Speaker 1"
"262510","263310"," What was to see?","Speaker 1"
"263630","264470"," To see or to view?","Speaker 1"
"266050","266290"," Ver.","Speaker 1"
"266470","266730"," Good.","Speaker 1"
"266930","267190"," Ver.","Speaker 1"
"267410","267690"," Good.","Speaker 1"
"267930","269050"," I would like to see you.","Speaker 1"
"269250","270490"," Let's speak informally.","Speaker 1"
"270970","272630"," I would like to see you.","Speaker 1"
"273910","275750"," Me gustaría verte.","Speaker 2"
"276070","276310"," Good.","Speaker 1"
"276470","277610"," Me gustaría verte.","Speaker 1"
"277610","279830"," A couple of verbs.","Speaker 1"
"280550","285070"," They contract a little bit when we add on our future endings.","Speaker 1"
"285270","288170"," So when I say our future endings I refer to both futures.","Speaker 1"
"288530","289210"," Will and would.","Speaker 1"
"289610","296750"," For example we have poder to be able and would be able is could.","Speaker 1"
"297150","299190"," Now I would be able to go.","Speaker 1"
"299330","300190"," I could go.","Speaker 1"
"300510","308530"," So we have poder to be or can and then we add ia for would and it would be podería.","Speaker 1"
"309170","315810"," But this is a very common verb and common verbs are much more subject to change and irregularity.","Speaker 1"
"315930","319630"," So many years of podería, podería, podería, podería, podería.","Speaker 1"
"319950","321370"," The e got lost.","Speaker 1"
"321770","322850"," The e fell away.","Speaker 1"
"323150","323890"," The e of poder.","Speaker 1"
"324370","328730"," So I could, he could, she could, it could.","Speaker 1"
"329030","331270"," You formal could is podría.","Speaker 1"
"332230","332790"," Podría.","Speaker 2"
