"start","end","text","speaker"
"260","3620"," So for R verbs we have amos in the present for we.","Speaker 1"
"4400","11340"," Now for R verbs we have emos for the we and for ear verbs we have emos.","Speaker 1"
"11900","17580"," This is the only time in the whole language that we find a difference between R and ear verbs.","Speaker 1"
"18260","26800"," They're one group but here, and it's the only time in the entire language, we have a difference between the two of them in the present for we.","Speaker 1"
"26960","31200"," For ear verbs we have emos and for R verbs we have emos.","Speaker 1"
"32060","34660"," So preferir, what do you think that means?","Speaker 1"
"35100","35540"," Preferir.","Speaker 1"
"37200","37640"," Prefer.","Speaker 2"
"38020","38380"," Good.","Speaker 1"
"38700","39160"," To prefer.","Speaker 1"
"39500","39840"," To prefer.","Speaker 1"
"39940","41140"," We want to think with the to.","Speaker 1"
"41440","45180"," Whenever the verb ends in an R it's going to help us just to think of that as to.","Speaker 1"
"45560","46160"," To prefer.","Speaker 1"
"46440","46880"," Preferir.","Speaker 1"
"47440","48840"," So how would you say I prefer?","Speaker 1"
"50680","51120"," Prefero.","Speaker 2"
"51600","52040"," Good.","Speaker 1"
"52140","53200"," It should be prefero.","Speaker 1"
"53620","54060"," Prefiero.","Speaker 2"
"54440","54880"," Prefiero.","Speaker 1"
"55100","55680"," It splits.","Speaker 1"
"56080","56520"," Prefiero.","Speaker 1"
"57040","57680"," He prefers.","Speaker 1"
"59220","59980"," Prefiero.","Speaker 2"
"60340","60940"," Prefiero.","Speaker 1"
"61360","62620"," They are u plural.","Speaker 1"
"63680","64300"," Prefiero.","Speaker 2"
"64600","64860"," Good.","Speaker 1"
"65460","69740"," How would you say we prefer and preferir has an ear ending.","Speaker 1"
"71620","72380"," Preferimos.","Speaker 1"
"72700","73460"," Preferimos.","Speaker 1"
"73700","81540"," So there the R doesn't split and also the I of ear is appearing in the endings for the first time in the present tense.","Speaker 1"
"81940","82600"," Preferimos.","Speaker 1"
"83200","83800"," Good.","Speaker 1"
"83800","86240"," What was to come?","Speaker 1"
"87620","89640"," It had something to do with convenient.","Speaker 1"
"90640","92400"," When things with come.","Speaker 1"
"94180","94480"," Venir.","Speaker 2"
"94720","95240"," Venir.","Speaker 1"
"95460","97220"," And how would you say we come or we coming?","Speaker 1"
"98820","99420"," Venimos.","Speaker 1"
"99660","100260"," Venimos.","Speaker 1"
"100540","100880"," Good.","Speaker 1"
"101820","103560"," To live in Spanish is vivir.","Speaker 1"
"104300","106320"," V-I-V-I-R.","Speaker 1"
"106440","107000"," Vivir.","Speaker 1"
"107360","107820"," Vivir.","Speaker 1"
"108040","110960"," You might know this from Viva la Revolucion.","Speaker 1"
"111540","113380"," You might have heard that somewhere.","Speaker 1"
"113640","114900"," Long live the revolution.","Speaker 1"
"115160","116280"," Viva la revolucion.","Speaker 1"
"116740","119560"," Or you might have even heard Viva Las Vegas.","Speaker 1"
"120380","121860"," Long live Las Vegas.","Speaker 1"
"122580","122960"," Vivir.","Speaker 1"
"123120","123500"," To live.","Speaker 1"
"123920","124820"," How do you say I live?","Speaker 1"
"125900","126180"," Vivo.","Speaker 2"
"126520","126780"," Vivo.","Speaker 1"
"127680","131300"," Here in Spanish is aquí or acá.","Speaker 1"
"132220","135700"," Aquí in Spain and acá in Latin America.","Speaker 1"
"136360","138040"," Everybody understands both.","Speaker 1"
"138040","140940"," It's an extremely common word so you don't have to worry.","Speaker 1"
"141080","142120"," Aquí or acá.","Speaker 1"
"142840","144080"," So I live here.","Speaker 1"
"145580","146460"," Vivo aquí.","Speaker 1"
"146640","147440"," Vivo aquí.","Speaker 1"
"147640","148100"," Vivo acá.","Speaker 1"
"148600","148860"," Good.","Speaker 1"
"148960","149800"," I don't live here.","Speaker 1"
"151000","151780"," No vivo aquí.","Speaker 2"
"152100","152340"," Good.","Speaker 1"
"153100","154760"," But he lives here.","Speaker 1"
"154840","156900"," And let's stress that because we're contrasting.","Speaker 1"
"157320","158500"," But he lives here.","Speaker 1"
"160160","161240"," Pero él.","Speaker 2"
"161400","161820"," Yes.","Speaker 1"
"162500","163800"," Vive aquí.","Speaker 2"
"164040","164360"," Good.","Speaker 1"
"164580","165520"," Let's make it all together.","Speaker 1"
"166020","168140"," I don't live here but he lives here.","Speaker 1"
"169540","173060"," No vivo aquí pero él vive aquí.","Speaker 2"
"173300","173520"," Good.","Speaker 1"
"173780","175620"," And don't be afraid to try the soft B.","Speaker 1"
"175960","179560"," If it's too difficult then it's not a problem that you pronounce the V.","Speaker 1"
"179760","183220"," Maybe you want to pronounce the V at the beginning and then see what happens.","Speaker 1"
"183500","188600"," But the more you pronounce like how people are speaking around you the more you understand.","Speaker 1"
"189440","192780"," To know is saber.","Speaker 1"
"193160","193640"," Saber.","Speaker 1"
"193880","194620"," This is a B.","Speaker 1"
"194720","195120"," It's a B.","Speaker 2"
"195260","195740"," Saber.","Speaker 2"
"195820","196300"," Saber.","Speaker 1"
"196300","197000"," This is a B.","Speaker 1"
"197200","198660"," So you're not going to pronounce a V.","Speaker 1"
"199220","199640"," Saber.","Speaker 1"
"200260","202340"," So we have vivir to live.","Speaker 1"
"202700","207080"," We need to open up the association of the letter V to include that soft B.","Speaker 1"
"207680","212660"," Maybe you look up the word in the dictionary for summer which is verano or verano.","Speaker 1"
"213120","218720"," Now if you just program your mind with verano maybe you won't get it when you hear verano.","Speaker 1"
"219260","223940"," So it always makes sense to pronounce the words the way people around you are pronouncing.","Speaker 1"
"224140","227460"," So if you are practicing Spanish with Colombians take their accent.","Speaker 1"
"228000","235540"," If you are practicing with people from Río de la Plata, Buenos Aires, Montevideo who have kind of particular accent take that accent as well.","Speaker 1"
"235660","238500"," If you're practicing with people from Madrid take their accent.","Speaker 1"
"239140","243040"," The more you speak like the people you're listening to the easier you understand.","Speaker 1"
"244440","245720"," Vivir to live.","Speaker 1"
"246320","247820"," How is we live?","Speaker 1"
"249060","249620"," Vivimos.","Speaker 2"
"250680","252200"," There we have the I popping up.","Speaker 1"
"252660","252940"," Vivimos.","Speaker 1"
