"start","end","text","speaker"
"1160","5680"," So again, you're staying here, let's make that, you're staying here, informal.","Speaker 1"
"8200","9360"," Te quedas aquí.","Speaker 1"
"9540","10660"," Good, te quedas aquí.","Speaker 1"
"11020","12260"," You're not staying here.","Speaker 1"
"13540","14960"," No te quedas aquí.","Speaker 1"
"15260","17500"," No te quedas aquí, or acá.","Speaker 1"
"17960","21240"," Now, if you want to make that a question, aren't you staying here?","Speaker 1"
"22580","23900"," No te quedas aquí.","Speaker 1"
"24000","25440"," Good, no te quedas aquí.","Speaker 1"
"25600","26840"," Why aren't you staying here?","Speaker 1"
"28060","29500"," ¿Por qué no te quedas aquí?","Speaker 1"
"29600","30080"," Very good.","Speaker 1"
"30080","32740"," What was I go or I'm going?","Speaker 1"
"33280","34320"," I'm going on a voyage.","Speaker 1"
"35740","36020"," Voy.","Speaker 1"
"36180","36980"," Voy, good.","Speaker 1"
"37480","43180"," So how do you think you would say, I'm going to stay, I'm going to remain myself?","Speaker 1"
"44180","45980"," Voy a quedarme.","Speaker 2"
"46120","49080"," Good, until seven, until seven o'clock.","Speaker 1"
"49180","53420"," Seven is siete, similar to the beginning of September.","Speaker 1"
"54240","58760"," September in Spanish actually is either Septiembre or Setiembre.","Speaker 1"
"58760","69960"," You have two versions of it in Spanish, Septiembre with the P or without the P, Septiembre, and you can see how siete is like the beginning set with the split of the E.","Speaker 1"
"70360","75560"," So I'm going to stay, I'm going to remain myself until seven o'clock.","Speaker 1"
"75760","78080"," I'm going to stay until seven o'clock.","Speaker 1"
"79740","83480"," Voy a quedarme hasta las siete.","Speaker 2"
"83700","86680"," Good, voy a quedarme hasta las siete.","Speaker 1"
"86860","87360"," Very good.","Speaker 1"
"87360","89180"," How do you say, I want to stay?","Speaker 1"
"91580","92700"," Quiero quedarme.","Speaker 1"
"92780","94000"," Good, quiero quedarme.","Speaker 1"
"94400","95580"," Do you want to stay?","Speaker 1"
"95800","97020"," Let's talk informally.","Speaker 1"
"97400","98380"," Do you want to stay?","Speaker 1"
"100800","101920"," ¿Quieres quedarte?","Speaker 2"
"102140","103340"," Good, very good.","Speaker 1"
"103560","104580"," ¿Quieres quedarte?","Speaker 1"
"104740","106420"," Do you want to remain yourself?","Speaker 1"
"107320","109200"," What was I must or I owe?","Speaker 1"
"110840","111400"," Debo.","Speaker 1"
"111600","112540"," Debo, good.","Speaker 1"
"112960","116760"," What is we owe or we must?","Speaker 1"
"117260","120720"," And the two-form is deber, deber, to owe.","Speaker 1"
"121340","121760"," So we?","Speaker 1"
"124040","124680"," Susdebemos.","Speaker 1"
"124880","127360"," Good, we must stay.","Speaker 1"
"127919","132200"," So we owe to remain ourselves, we must stay.","Speaker 1"
"135750","138790"," Debemos quedarme, quedarnos.","Speaker 2"
"139090","140830"," Good, debemos quedarnos.","Speaker 1"
"141250","144090"," Of course, this nos or me or te can come at the beginning as well.","Speaker 1"
"144510","146670"," Nos debemos quedar, debemos quedarnos.","Speaker 1"
"147250","147530"," Good.","Speaker 1"
"147530","150110"," What was I have in the sense of possession?","Speaker 1"
"150990","153130"," So no haber, the other have.","Speaker 1"
"154050","154430"," Tengo.","Speaker 1"
"154710","155110"," Tengo.","Speaker 1"
"155550","164370"," So if we add on que to tengo, we get the meaning of have to, which is just like debo, but less serious sounding, just like in English.","Speaker 1"
"164690","168830"," I must stay sounds a little bit more serious than I have to stay.","Speaker 1"
"169090","174030"," And that difference in register, how it feels is the same in Spanish.","Speaker 1"
"175050","176770"," So how would you say, I have to stay?","Speaker 1"
"178270","180650"," Tengo que quedarme.","Speaker 2"
"181210","181310"," Good.","Speaker 1"
"181710","184970"," And how would you say, you have to stay, speaking informally?","Speaker 1"
"186570","188910"," Tienes que quedarte.","Speaker 2"
"189290","190270"," Tienes que quedarte.","Speaker 1"
"190770","191070"," Good.","Speaker 1"
"191730","194890"," You have to stay here, informally still?","Speaker 1"
"196570","200290"," Tienes que quedarte aquí.","Speaker 2"
"200550","200830"," Good.","Speaker 1"
"201450","204090"," I want to know why you have to stay here.","Speaker 1"
"204490","205430"," I want to know.","Speaker 1"
"205430","207490"," First bit, don't think about the whole sentence.","Speaker 1"
"207630","209190"," Just think of I want.","Speaker 1"
"211030","212230"," Quiero saber.","Speaker 2"
"212470","212870"," Good.","Speaker 1"
"213330","214010"," Quiero saber.","Speaker 1"
"214290","215130"," Now forget that bit.","Speaker 1"
"215490","215810"," Why?","Speaker 1"
"216910","217350"," Porque?","Speaker 2"
"217590","218710"," You have to stay here.","Speaker 1"
"220250","223990"," Tienes que quedarte aquí.","Speaker 2"
"224250","224530"," Good.","Speaker 1"
"224970","225530"," Very good.","Speaker 1"
"225950","230210"," Quiero saber por qué tienes que quedarte aquí.","Speaker 1"
"230530","230730"," Good.","Speaker 1"
"231290","234170"," What does I can or I have the power to?","Speaker 1"
"235330","235790"," Puedo.","Speaker 2"
"235910","236410"," Puedo.","Speaker 2"
"236510","236750"," Good.","Speaker 1"
"236990","237690"," I can stay?","Speaker 1"
"239610","240810"," Puedo quedarme.","Speaker 2"
"241110","241390"," Good.","Speaker 1"
"241810","242590"," Puedo quedarme.","Speaker 1"
"242750","243430"," I can't stay.","Speaker 1"
"244810","245810"," No puedo quedarme.","Speaker 2"
"246030","246290"," Good.","Speaker 1"
"246450","247330"," No puedo quedarme.","Speaker 1"
"247490","248570"," Do you remember how to say tonight?","Speaker 1"
"249490","250370"," Or this night?","Speaker 1"
"251470","252450"," Esta noche.","Speaker 2"
"252670","253290"," Esta noche.","Speaker 1"
"253670","253970"," Good.","Speaker 1"
"254390","255730"," I can't stay tonight.","Speaker 1"
"257130","260010"," No puedo quedarme.","Speaker 2"
"260730","261510"," Esta noche.","Speaker 2"
"261890","262110"," Good.","Speaker 1"
"262330","264490"," No puedo quedarme esta noche.","Speaker 1"
"264930","267130"," The two form of can is poder.","Speaker 1"
"267530","267930"," Poder.","Speaker 1"
"268030","271710"," And this always splitting when we stress it and say puedo.","Speaker 1"
"272090","272690"," Poder.","Speaker 1"
"273130","276110"," So how would you say we can or we are able?","Speaker 1"
"278090","278610"," Podemos.","Speaker 1"
"279170","279670"," Podemos.","Speaker 1"
"280130","280770"," Very good.","Speaker 1"
"281210","282030"," We can stay?","Speaker 1"
"285100","286620"," Podemos quedarnos.","Speaker 2"
"287680","288960"," Podemos quedarnos.","Speaker 1"
"289480","290580"," We can't stay tonight.","Speaker 1"
"292720","296880"," No podemos quedarnos esta noche.","Speaker 2"
"297180","297360"," Good.","Speaker 1"
"297660","300100"," No podemos quedarnos esta noche.","Speaker 1"
"300440","302780"," What was to think or to be pensive?","Speaker 1"
"303300","303880"," To think.","Speaker 1"
"305580","306080"," Pensar.","Speaker 2"
"306220","306460"," Good.","Speaker 1"
"306580","307180"," Pensar.","Speaker 1"
"307500","308260"," We think?","Speaker 1"
"309900","310540"," Pensamos.","Speaker 2"
"310760","311080"," Good.","Speaker 1"
"311380","312540"," You think in formal?","Speaker 1"
"314340","314980"," Pensas.","Speaker 1"
"315180","315400"," Good.","Speaker 1"
"315480","316780"," It should be pensas.","Speaker 1"
"317520","318120"," Piensas.","Speaker 1"
"318140","318420"," Good.","Speaker 1"
"318760","319400"," Piensas.","Speaker 1"
"319620","320480"," What do you think?","Speaker 1"
"322040","323020"," ¿Qué piensas?","Speaker 1"
"323240","323960"," ¿Qué piensas?","Speaker 1"
"324000","324140"," Good.","Speaker 1"
"325180","328840"," Now, if we want to say do you plan on staying here tonight?","Speaker 1"
"329240","332900"," We can just say, do you think to stay here tonight?","Speaker 1"
"333340","335340"," Do you think to stay here tonight?","Speaker 1"
"335520","337380"," So how would we say this informally?","Speaker 1"
"339820","342860"," ¿Piensas quedarte aquí esta noche?","Speaker 2"
"343000","343240"," Good.","Speaker 2"
"343700","346340"," ¿Piensas quedarte aquí esta noche?","Speaker 1"
"346540","347360"," Very good.","Speaker 1"
"347980","350740"," Now, how would you say I have stayed?","Speaker 1"
"351340","355600"," I have stayed or I have remained myself.","Speaker 1"
"355880","356740"," I have stayed.","Speaker 1"
"358720","360160"," He quedado me.","Speaker 2"
"361000","362460"," He me quedado.","Speaker 2"
"363100","366140"," I don't want you to guess and see where it feels good.","Speaker 1"
"366600","368620"," So with logic, you want to place it.","Speaker 1"
"368660","369580"," And if you're wrong, it's fine.","Speaker 1"
"369820","374440"," Because if you got there through a thought and logic, you will change the logic through that mistake.","Speaker 1"
"375200","377780"," So tell me the rule about where that me can go.","Speaker 1"
"378660","383260"," It goes after the to form and before everything else.","Speaker 2"
"383500","384920"," Before the changed verb.","Speaker 1"
"385400","388240"," It's very important the way we instruct ourselves.","Speaker 1"
"388860","394680"," Now, I'm giving you always the simplest way that we can instruct ourselves accurately.","Speaker 1"
