"start","end","text","speaker"
"1100","8140"," How would you say I don't want the door to close on me, so what was to close?","Speaker 1"
"9900","10460"," Serrar.","Speaker 1"
"10620","11480"," And the door?","Speaker 1"
"12700","13620"," La puerta.","Speaker 1"
"13960","16940"," La puerta, which is related to ports, of course.","Speaker 1"
"17140","25240"," You stress down on the O of ports and you get puerto, puerto is port, and you change the O to an A and you get puerta, door.","Speaker 1"
"25760","28940"," So I don't want the door to close on me.","Speaker 1"
"30400","32580"," No quiero la puerta.","Speaker 2"
"32940","36700"," Oh, I don't want that the door closes on me.","Speaker 2"
"36960","37260"," Exactly.","Speaker 1"
"38560","44420"," No quiero que la puerta se me cierre.","Speaker 2"
"44520","45220"," Very good.","Speaker 1"
"45680","49640"," After quiero que, no quiero que, we're using the mood tense.","Speaker 1"
"49980","52600"," No quiero que la puerta se me cierre.","Speaker 1"
"52820","55840"," Or no quiero que se me cierre la puerta.","Speaker 1"
"56120","56380"," Good.","Speaker 1"
"56380","59600"," How do you say again or another time?","Speaker 1"
"61380","62700"," Otra vez.","Speaker 1"
"62860","63120"," Good.","Speaker 1"
"63580","65840"," I don't want the door to close on me again.","Speaker 1"
"67460","73080"," No quiero que la puerta se me cierre otra vez.","Speaker 2"
"73280","73600"," Good.","Speaker 1"
"73940","77280"," No quiero que la puerta se me cierre otra vez.","Speaker 1"
"78040","82080"," What was the verb to return or to come back?","Speaker 1"
"82380","84480"," And it's related to revolve.","Speaker 1"
"86800","87440"," Volver.","Speaker 1"
"87640","87740"," Good.","Speaker 1"
"88920","94580"," Instead of saying otra vez, another way of saying again in Spanish is to use volver.","Speaker 1"
"95220","102680"," So, for example, it closes again, we can say vuelve a cerrarse.","Speaker 1"
"103180","104620"," It returns to close.","Speaker 1"
"104840","106260"," Why do we have a here?","Speaker 1"
"106720","108260"," Vuelve a cerrarse.","Speaker 1"
"109840","111620"," Because it's a verb of movement.","Speaker 1"
"112340","112720"," Good.","Speaker 1"
"113220","117040"," So how would you say I don't want the door to close again with volver?","Speaker 1"
"117560","118460"," How would it be?","Speaker 1"
"118860","120200"," So let's take it from the beginning.","Speaker 1"
"120400","121480"," I don't want that.","Speaker 1"
"123940","126100"," The door returns.","Speaker 1"
"129880","130540"," Very good.","Speaker 1"
"131180","132460"," To close itself.","Speaker 1"
"134620","135580"," A cerrarse.","Speaker 1"
"135680","135980"," Good.","Speaker 1"
"136380","143620"," No quiero que la puerta vuelva a cerrarse o no quiero que vuelva a cerrarse la puerta.","Speaker 1"
"144140","147740"," So volver a can be used like again, and it's very common in Spanish.","Speaker 1"
"147980","149300"," You might hear it around.","Speaker 1"
"149980","155960"," So if you say I don't want it to happen again, for to happen, you can use to pass.","Speaker 1"
"156180","157200"," What was to pass?","Speaker 1"
"158420","160340"," Oh, if you don't remember, you can make a guess here.","Speaker 1"
"162140","162780"," Pasar.","Speaker 1"
"162780","167300"," Pasar or occur, ocurrir, you can use that as well for happen.","Speaker 1"
"167760","170240"," Suceder, succession, suceder.","Speaker 1"
"170460","171540"," All of these mean to happen.","Speaker 1"
"171720","174360"," Pasar is probably easier and easier to remember.","Speaker 1"
