"start","end","text","speaker"
"970","8070"," Para, this for, para, can also mean in order to, in order to.","Speaker 1"
"8250","15129"," So in a sentence, for example, we have spoken in order to resolve it.","Speaker 1"
"15370","18830"," We have spoken in order to resolve it.","Speaker 1"
"19250","22770"," Now in English, we could just say we have spoken to resolve it.","Speaker 1"
"23050","35550"," No, we don't need to say in order to, but whenever we have this to meaning in order to, we want to translate this as para in Spanish.","Speaker 1"
"36110","37750"," So let's make this sentence.","Speaker 1"
"38070","40390"," First bit is we have spoken.","Speaker 1"
"41050","42430"," We have spoken.","Speaker 1"
"42430","45630"," Hemos hablado.","Speaker 2"
"45770","47150"," Hemos hablado.","Speaker 1"
"47210","50810"," To resolve it, in order to resolve it.","Speaker 1"
"51150","53150"," Now to resolve is resolver.","Speaker 1"
"53930","55990"," The same word resolver.","Speaker 1"
"56590","61330"," So we have spoken in order to resolve it.","Speaker 1"
"63650","68010"," Hemos hablado para resolverlo.","Speaker 2"
"68210","68510"," Good.","Speaker 1"
"68750","71770"," Hemos hablado para resolverlo.","Speaker 1"
"72230","72390"," Good.","Speaker 1"
"72990","79330"," So whilst the to of to resolve, resolver, would fit nicely here.","Speaker 1"
"79550","84290"," I mean, if we were to translate directly from English, we have spoken to resolve it.","Speaker 1"
"84550","85750"," It doesn't work in Spanish.","Speaker 1"
"85890","89750"," Whenever this to means in order to, we must put that para.","Speaker 1"
"90150","93050"," Hemos hablado para resolverlo.","Speaker 1"
"93330","96870"," You could say we have spoken in order to try to resolve it.","Speaker 1"
"96990","99310"," What was to try related to intention?","Speaker 1"
"101010","101570"," Intentar.","Speaker 1"
"101770","101990"," Good.","Speaker 1"
"102210","106370"," We have spoken in order to try to resolve it.","Speaker 1"
"108150","115470"," Hemos hablado para intentar resolverlo.","Speaker 2"
"115590","115870"," Good.","Speaker 1"
"116450","121170"," Hemos hablado para intentar resolverlo.","Speaker 1"
"121470","127050"," So only when the to implies in order to, we want to put para.","Speaker 1"
"127270","131210"," The to form of verb in Spanish is not enough to include that meaning.","Speaker 1"
"131390","132430"," We must put para.","Speaker 1"
"133390","138770"," So for example, if you want to say I'm here to see you, does it mean I'm here in order to see you?","Speaker 1"
"139330","139650"," Yes.","Speaker 1"
"139870","140110"," Good.","Speaker 1"
"140250","142750"," So I am here to see you informally.","Speaker 1"
"144820","148220"," Estoy aquí para verte.","Speaker 2"
"148500","148780"," Good.","Speaker 1"
"149000","150520"," Estoy aquí para verte.","Speaker 1"
"151180","159940"," This is also something we could learn or interiorize through the negative language transfer that some Spanish speakers make when they speak English.","Speaker 1"
"160100","167760"," For example, you might hear a Spanish speaker say, I am here for see you or for seeing you.","Speaker 1"
"168420","172320"," You might hear a Spanish speaker, especially with basic English, making this mistake.","Speaker 1"
"172420","178080"," Now, once you heard that a few times, you would say, oh, maybe this is how you say it in Spanish.","Speaker 1"
"178560","189180"," So we don't want to forget this opportunity, the opportunity to learn from the negative language transfer, the mistakes that Spanish speakers make in English, which originate from Spanish.","Speaker 1"
"189220","192820"," Once you hear the same mistake a few times, you can assume it probably comes from Spanish.","Speaker 1"
"193600","196620"," I have called you in order to speak about it.","Speaker 1"
"196940","198780"," So the first bit is I have called you.","Speaker 1"
"198860","199400"," I have phoned.","Speaker 1"
"199400","201160"," I have called informally.","Speaker 1"
"208080","210540"," In order to speak about it.","Speaker 1"
"213200","213720"," No.","Speaker 2"
"214120","214340"," Good.","Speaker 2"
"214600","215500"," We don't use about.","Speaker 1"
"215720","215920"," No.","Speaker 1"
"216140","216440"," Good.","Speaker 1"
"218520","231420"," So if we take the sentence in English, I have called you to speak about it and we translate it then we will say, but when a to means in order to, we must put this para.","Speaker 1"
"234500","237080"," I have called you in order to speak about it.","Speaker 1"
"237300","237520"," Good.","Speaker 1"
"238740","241440"," What was to be for states?","Speaker 1"
"244690","252290"," And we said that we can use this to express when we are doing something right now.","Speaker 1"
"252890","255050"," We can say, I eat.","Speaker 1"
"256550","263510"," I am eating using this structure with estar and then the ing form of the verb.","Speaker 1"
"263850","269870"," Do you remember how you would get the ing form of comer, for example, of er or ir verbs?","Speaker 1"
"274310","274870"," Good.","Speaker 1"
"274870","281910"," So we add on yendo for er, ir verbs and for our verbs we add on and on.","Speaker 1"
"282330","282430"," Good.","Speaker 1"
"282530","283790"," So how would you say I am eating?","Speaker 1"
"288330","290750"," And this means right now.","Speaker 1"
"291070","292370"," No, I am speaking.","Speaker 1"
"296730","298770"," I am explaining it.","Speaker 1"
"298990","304410"," To explain, we would go from explanation, but explanation is an exception.","Speaker 1"
"304590","307270"," It's not explanación in Spanish as we might hope.","Speaker 1"
"307490","313710"," It's explicación and we see we even have that k sound in explain, explicación.","Speaker 1"
"313850","316090"," We have it in English as well in inexplicable.","Speaker 1"
"316290","319550"," For example, we say in English inexplicable in Spanish.","Speaker 1"
"319690","321450"," So we can see where that sound's coming from.","Speaker 1"
"321730","325610"," So how is explanation or explication in Spanish?","Speaker 1"
"328030","328470"," Good.","Speaker 1"
"329150","330030"," And to explain?","Speaker 1"
"332070","332470"," Good.","Speaker 1"
"333090","335070"," So I'm explaining it and you mean right now.","Speaker 1"
"338610","350050"," The lo can go on the end of a to form, but they can also go on the end of one of these ando or yendo forms as well.","Speaker 1"
"350170","350950"," So you have the option.","Speaker 1"
"352530","355430"," And you mean right now.","Speaker 1"
"355970","363990"," Actually in explicar, we get this plicar from plicare that we mentioned before, meaning to fold in Latin.","Speaker 1"
"364270","367590"," So explicar, to explain, to unfold.","Speaker 1"
"368790","371850"," You might want to say I'm taking a Spanish course.","Speaker 1"
"372210","380550"," Even if you're not in the course right now in this moment, when we are taking a course in our minds, there's a period of time in which we are taking a course.","Speaker 1"
"380610","382970"," And when we say it, we're in that period of time.","Speaker 1"
"383070","387930"," If I say I'm taking a Spanish course, maybe I mean for three months and I'm in that period.","Speaker 1"
"388350","389630"," Do you remember what to take was?","Speaker 1"
"389730","391510"," We used it with to take a photo.","Speaker 1"
"394910","396790"," So tomar, to take.","Speaker 1"
"396950","398050"," So I am taking.","Speaker 1"
"401030","401510"," Good.","Speaker 1"
"402450","403470"," A course.","Speaker 1"
"403670","404810"," I'm going to let you guess it.","Speaker 1"
"408170","408650"," Close.","Speaker 1"
"408910","410550"," It's not with a, it's with o.","Speaker 1"
"412070","413110"," Un curso.","Speaker 1"
"413290","414650"," Un curso with a u.","Speaker 1"
"415990","416510"," Good.","Speaker 1"
"417190","417910"," Of Spanish.","Speaker 1"
"418070","420790"," This is how you would say a Spanish course, a course of Spanish.","Speaker 1"
"425030","426070"," Very good.","Speaker 1"
"428370","428890"," Good.","Speaker 1"
"430370","435230"," Now, what if we put this estoy in the past tense that we learned?","Speaker 1"
"435230","438650"," The past tense that is aba or ia.","Speaker 1"
"438970","442130"," I was taking a Spanish course.","Speaker 1"
"445960","446380"," Good.","Speaker 1"
"451980","452400"," Good.","Speaker 1"
"456520","460760"," Which means we actually have two ways of saying I was taking.","Speaker 1"
"461300","468860"," We can say estaba tomando or we can just use tomar and use that line in the past.","Speaker 1"
"469280","470100"," How would that sound?","Speaker 1"
"471760","472100"," Yes.","Speaker 1"
"472600","476660"," So both tomaba and estaba tomando mean I was taking.","Speaker 1"
"476960","477940"," So you have that option.","Speaker 1"
"483260","485080"," What was to eat?","Speaker 1"
"487580","489480"," How would you say I was eating?","Speaker 1"
"492240","492800"," Comía.","Speaker 1"
"493400","495000"," Or how else could you say it?","Speaker 1"
"498480","502140"," So you have this option comía or estaba comiendo.","Speaker 1"
"502540","504640"," Most of the time they're interchangeable.","Speaker 1"
"505060","511120"," Sometimes one might fit slightly better than the other and it's something you will pick up very naturally when you're practicing.","Speaker 1"
"511640","517520"," So if in one situation people tend to use estaba comiendo rather than comía, you will pick it up.","Speaker 1"
"518299","526760"," So we have ando and yendo to form this ing and we saw in Spanish that we don't use it after prepositions.","Speaker 1"
"527320","533800"," You don't use this ing either if you say something like swimming is healthy or running is healthy.","Speaker 1"
"534460","536660"," You don't use the ing there either.","Speaker 1"
"536880","539080"," You would just say to run is healthy.","Speaker 1"
"539620","541460"," To swim is healthy.","Speaker 1"
"541980","547380"," If you hear people toast in Spanish, you might hear them say salud, which means health.","Speaker 1"
"548300","549620"," Healthy is saludable.","Speaker 1"
"550100","551420"," To dance is healthy.","Speaker 1"
"555720","556440"," Good.","Speaker 1"
"556440","560980"," To swim is nadar.","Speaker 1"
"561460","563240"," To swim is healthy.","Speaker 1"
"570500","575580"," So we're seeing that we don't use the ing in Spanish as much as we do in English.","Speaker 1"
"575580","580740"," Sometimes in English we make an adjective with ing.","Speaker 1"
"581380","584740"," We go from to interest to interesting.","Speaker 1"
"585240","598620"," When we do this in English, this ing that we use in English to form an adjective in Spanish, it's ande for are verbs and yende for are verbs.","Speaker 1"
"599180","601200"," So for example, we had to interest.","Speaker 1"
"601200","602420"," What was to interest?","Speaker 1"
"604280","604840"," Interesar.","Speaker 2"
"604960","605220"," Good.","Speaker 1"
"605840","606400"," Interesar.","Speaker 1"
"606720","611880"," So if you get rid of are and you put ante, you get that ing adjective interesting.","Speaker 1"
"612420","613800"," So how would you say interesting?","Speaker 1"
"615720","616280"," Interesante.","Speaker 2"
"617640","618200"," Good.","Speaker 1"
"619000","626680"," So when you make an adjective with ing in English from the verb, you can just replace it with ante or yente.","Speaker 1"
"627100","630060"," How would you say to irritate in Spanish?","Speaker 1"
"630060","631920"," And you can go from irritation.","Speaker 1"
"633660","634340"," Irritación.","Speaker 1"
"634980","635480"," Irritar.","Speaker 2"
"635620","636300"," Irritar.","Speaker 1"
"636620","638000"," So if you want to say irritating.","Speaker 1"
"640220","640900"," Irritante.","Speaker 2"
"641260","641940"," Irritante.","Speaker 1"
"642440","643900"," It is irritating.","Speaker 1"
"645780","646920"," Es irritante.","Speaker 2"
"647100","647380"," Good.","Speaker 1"
"647500","648660"," Es irritante.","Speaker 1"
"648880","649140"," Good.","Speaker 1"
"649760","652180"," How would you say to frustrate in Spanish?","Speaker 1"
"654620","655300"," Frustration.","Speaker 2"
"656640","657320"," Frustación.","Speaker 2"
"658200","658880"," Frustar.","Speaker 2"
"659640","660280"," Frustrar.","Speaker 1"
