"start","end","text","speaker"
"1100","15340"," The word for there is or there are, there is or there are, in most languages this is a separate verb, but in English we are expressing it with the combination of there and is or are.","Speaker 1"
"15580","30600"," In Spanish, to say there is or there are, we have I, I, H, A, Y, and I is actually from haber, I, I, and for once we have a situation where it's changing in English and it's not changing in Spanish.","Speaker 1"
"31080","34960"," I means there is or there are, it's not changing.","Speaker 1"
"35680","41140"," The word for somebody is alguien, alguien, alguien.","Speaker 1"
"41580","41860"," Good.","Speaker 1"
"42200","48220"," How would you say there is somebody here that wants to speak with you?","Speaker 1"
"48460","50100"," And let's speak formally.","Speaker 1"
"50660","54500"," There is somebody here that wants to speak with you.","Speaker 1"
"54620","57060"," So the first bit is there is somebody here.","Speaker 1"
"60980","61360"," Good.","Speaker 2"
"61840","64640"," That wants to speak with you.","Speaker 1"
"64740","65580"," Speaking formally.","Speaker 1"
"70820","71580"," Good.","Speaker 1"
"75960","80240"," There is somebody here that wants to speak with you.","Speaker 1"
"80540","106580"," Now, if you say is there somebody here that speaks Spanish and you specify with your subjectivity this thing that we don't know if it exists or not, this somebody that speaks Spanish, and you do that with this que structure, is there somebody here that speaks Spanish, then here you will use the mood tense, this subjective tense.","Speaker 1"
"106820","107820"," So how would you say that?","Speaker 1"
"107940","111920"," Is there somebody here that speaks Spanish?","Speaker 1"
"118880","119920"," Very good.","Speaker 1"
"122720","128860"," But if somebody replies to you, there are two people that speak Spanish here.","Speaker 1"
"129020","131780"," There are two people here that speak Spanish.","Speaker 1"
"132060","134100"," You think you will use the mood tense?","Speaker 1"
"135180","135380"," No.","Speaker 2"
"135640","135900"," No.","Speaker 1"
"136320","137780"," They are just saying what there is.","Speaker 1"
"138640","142380"," So there are two people, which in Spanish is there are two persons.","Speaker 1"
"143060","150760"," So there are two people here that speak Spanish.","Speaker 1"
"153080","155200"," Very good.","Speaker 2"
"157380","159500"," Very good.","Speaker 1"
"160040","167820"," The past of I is Abilla, which shows us actually that I comes from Abel.","Speaker 1"
"167820","172160"," It's a very weird historic version of Abel.","Speaker 1"
"172780","176720"," But Abilla, we see more clearly that it comes from Abel.","Speaker 1"
"177140","178920"," Now Abilla doesn't change either.","Speaker 1"
"179280","186580"," Also, you will have to resist the temptation to say Abilla when you want to say there were instead of there was.","Speaker 1"
"187240","188500"," No, it's always Abilla.","Speaker 1"
"188880","189680"," It doesn't change.","Speaker 1"
"189820","195740"," I doesn't change for there is or there are, and Abilla doesn't change for there was or there were.","Speaker 1"
"196020","201000"," So how would you say there were two people that spoke Spanish?","Speaker 1"
"201260","207320"," Now this is an interesting sentence because in English we will use the point in the past.","Speaker 1"
"207700","209720"," There were two people that spoke Spanish.","Speaker 1"
"210400","211980"," But what do you think we will use in Spanish?","Speaker 1"
"212100","213100"," The point or the line?","Speaker 1"
"213880","214400"," The line.","Speaker 2"
"214600","214840"," Why?","Speaker 1"
"215720","219580"," Because I've heard Spaniards speaking in English saying it that way.","Speaker 2"
"219580","220280"," Ah, yeah?","Speaker 1"
"220740","223480"," So really you heard the negative language transfer?","Speaker 1"
"223560","224080"," Oh, that's great.","Speaker 1"
"224440","233860"," So it makes sense for it to be the line in the past because what we're referring to here is the fact they were Spanish speakers and they weren't Spanish speakers just for that moment, were they?","Speaker 1"
"234320","239620"," So if we look at it and we think about which one fits better, we will choose the line.","Speaker 1"
"240060","245120"," So again, it's a great example that we don't want to take a direct translation from English from spoke.","Speaker 1"
"245120","250520"," We want to just look at the context and decide if it makes sense to use the line or the point.","Speaker 1"
"250980","252120"," So give me this sentence.","Speaker 1"
"252680","256760"," There were two people here that spoke Spanish.","Speaker 1"
"264100","264600"," Good.","Speaker 1"
"269060","282860"," If we were to use the point here, we wouldn't be talking about the fact that they are Spanish speakers, but rather that they spoke Spanish at that time, whatever time we're referring to.","Speaker 1"
"283500","290580"," We said that I, there is or there are, or había, there was or there were, comes from haber in fact.","Speaker 1"
"291260","300560"," So when we say something like there has to be something, and with this be, we mean exist, there has to exist something.","Speaker 1"
"301160","305580"," This be is actually coming from there is, there are, not from to be.","Speaker 1"
"306160","314440"," It's coming from this invisible verb that we do not have in English, which we make up for by using there is, there are.","Speaker 1"
"314940","321160"," So when we say something like there has to be something that you can eat, there must be something that you can do.","Speaker 1"
"321840","326900"," This be is exist, there must exist something, in which case it's haber.","Speaker 1"
"327400","329020"," It's not ser and it's not a star.","Speaker 1"
"329340","335020"," And if you try to think which one it is, ser or estar, you will be a long time trying to work out which one it is.","Speaker 1"
"335420","336660"," So how would you say this sentence?","Speaker 1"
"336760","338680"," There has to be something that you can do.","Speaker 1"
"338920","339880"," Let's speak informally.","Speaker 1"
"340300","343100"," There has to be something that you can do.","Speaker 1"
"343300","345820"," You can use has to or must.","Speaker 1"
"346320","348040"," It doesn't make a lot of difference here.","Speaker 1"
"350350","352420"," Tiene que hay.","Speaker 2"
"352800","354060"," But it's to form.","Speaker 1"
"354700","356640"," So I and había come from.","Speaker 1"
"357580","358000"," Haber.","Speaker 2"
"358720","360400"," Tiene que haber.","Speaker 2"
"361220","363920"," Something that you can do.","Speaker 1"
"365580","368560"," Algo que puedas hacer.","Speaker 2"
