"start","end","text","speaker"
"1100","7760"," So, we've seen how two sounds in the verbs in the present tense might split when we put pressure on them.","Speaker 1"
"8100","18580"," We've seen how i might become ie, so for example we have querer, which means to want, but I want is quiero.","Speaker 1"
"19320","22320"," So we stress down on that i and it splits into ie.","Speaker 1"
"23200","43380"," And this will happen for the other versions that we learned as well, so how do you say he wants, or she wants, or you formal want, quiere, they want, quieren, good, and you informal quieres, good, what do you want, que quieres, yeah, que quieres, good.","Speaker 1"
"43800","51140"," So another example where this will happen is with the verb perder, which means to lose, it's related to perish.","Speaker 1"
"51140","67900"," So how would you say I lose, pierdo, good, and he loses, she loses, pierde, they pierden, good, and you informal pierdes, good.","Speaker 1"
"68560","80340"," So we saw that the e can split into ie, and we also saw that an o in the base of the verb can split into ue.","Speaker 1"
"80720","87840"," So we saw for example poder is to be able, and then we have puedo, I can, I am able.","Speaker 1"
"88980","98180"," We had dormir, what did dormir mean, to sleep, good, and duermo, I sleep, good.","Speaker 1"
"98580","107340"," What changed when we added me, me duermo, I think it's I fall asleep, yes, I sleep myself, I fall asleep, good.","Speaker 1"
"107920","112220"," So we can expect to see these o's split, but not always.","Speaker 1"
"112340","121260"," For example, to eat was, to eat, comer, and I eat, como, so it didn't split there.","Speaker 1"
"121560","131780"," So there's no way to know where it will, where it won't, most of the time it will, and you just have to kind of experiment and see what happens, and you will always get the feedback when you try to see if it splits or not.","Speaker 1"
"131780","135320"," You will also develop an intuition of where you should do it.","Speaker 1"
"136040","139720"," So colgar, for example, is to hang.","Speaker 1"
"140460","157640"," So if you want to say I hang, cuelgo, good, he hangs, cuelge, no it's colgar, good, so it's cuelga, why do you think you said cuelge first?","Speaker 1"
"157640","166320"," Well, the reason you explained before with the, it sounds like, because it has a me sound before, it seems to go more.","Speaker 2"
"166560","173620"," Exactly, it fits more, so you will find yourself doing that, how do you get out of doing that, how do you stop that happening?","Speaker 1"
"174660","178700"," By going back to the to version of the verb.","Speaker 2"
"178820","181040"," Exactly, and then you're in control.","Speaker 1"
"181660","184380"," Colgar, adverb, cuelga, good.","Speaker 1"
"184780","185480"," They hang?","Speaker 1"
"186680","187240"," Cuelgan.","Speaker 1"
"187240","188660"," Good, they hang it?","Speaker 1"
"190140","190660"," No cuelgan.","Speaker 1"
"190760","191600"," No cuelgan.","Speaker 1"
"191980","192840"," They hang them?","Speaker 1"
"194600","195440"," Los cuelgan.","Speaker 2"
"195680","197100"," Good, she hangs them?","Speaker 1"
"198440","199420"," Los cuelga.","Speaker 2"
"199680","200920"," Good, los cuelga.","Speaker 1"
"201740","211540"," Words in English that begin al, so not end al, like normal, normal, metal, metal, they begin al, they come from Arabic.","Speaker 1"
"212400","220700"," This al means the in Arabic, and in Arabic it's written with the word, it's written as one word, it's all stuck together.","Speaker 1"
"220940","226240"," So when words came in from Arabic, they kind of came in most of the time with this al, which meant the.","Speaker 1"
"226520","233900"," So for example, alcohol, and when we say the alcohol, we are actually saying something like the alcohol, something like this.","Speaker 1"
"233900","239780"," The verb to take is tomar, tomar, t-o-m-a-r.","Speaker 1"
"239880","249120"," And this is also used like to drink, so it's used like take, generically, generally, but also to drink.","Speaker 1"
"250280","254780"," How would you say, I don't drink alcohol, I don't take alcohol?","Speaker 1"
"256220","258360"," No tomo alcohol.","Speaker 2"
"258579","260240"," Good, no tomo alcohol.","Speaker 1"
"260980","267380"," Sugar, in Spanish is azúcar, azúcar, azúcar, azúcar.","Speaker 1"
"267880","271760"," Or in Spain, because we have a Z here, it would be azúcar in most of Spain.","Speaker 1"
"272200","278100"," Now this is also an Arabic word, and it's the same word as sugar, in English, might not look like it.","Speaker 1"
"278780","279740"," What's happened here?","Speaker 1"
"280200","290360"," In Arabic, the el of al, the word for the, assimilates, changes to match the next letter, if the next letter is kind of close to it.","Speaker 1"
"290440","291820"," It does this with about half the letters.","Speaker 1"
"292360","296160"," So in Arabic, actually, instead of al azúcar, you say azúcar.","Speaker 1"
"296900","298500"," And this passed into Spanish.","Speaker 1"
"298900","302080"," But in English, we got the word without the the at the beginning this time.","Speaker 1"
