"start","end","text","speaker"
"390","4150"," What was to follow or to continue, to carry on?","Speaker 1"
"5990","6550"," Seguir.","Speaker 1"
"6830","7450"," Seguir.","Speaker 1"
"7650","11150"," And how was I continue or I carry on or I follow?","Speaker 1"
"13290","13590"," Sigo.","Speaker 1"
"13910","14970"," Sigo, good.","Speaker 1"
"15490","20770"," If you want to say I continue speaking, here we use the ing.","Speaker 1"
"21170","23050"," I continue speaking.","Speaker 1"
"23290","24090"," So how would that be?","Speaker 1"
"26330","27570"," Sigo hablando.","Speaker 2"
"28010","28850"," Sigo hablando.","Speaker 1"
"28850","30870"," He continues speaking.","Speaker 1"
"31990","33750"," Sigue hablando.","Speaker 2"
"33990","34910"," Sigue hablando.","Speaker 1"
"35250","36390"," He continues speaking.","Speaker 1"
"36530","37590"," She continues speaking.","Speaker 1"
"37730","39270"," You formal continue speaking.","Speaker 1"
"40090","42970"," It's probable that he continues speaking.","Speaker 1"
"43730","47830"," So in English, we will probably say he'll probably continue speaking.","Speaker 1"
"48090","52090"," But in Spanish, it is probable that he continues speaking.","Speaker 1"
"52470","53230"," So how would that be?","Speaker 1"
"54510","58490"," Es probable que siga hablando.","Speaker 2"
"58850","59490"," Very good.","Speaker 1"
"60050","62010"," Es probable que siga hablando.","Speaker 1"
"62310","62570"," Good.","Speaker 1"
"62670","64850"," It's probable that he continues speaking.","Speaker 1"
"65630","71030"," So after seguir, to get the meaning of continue, we can use the ing.","Speaker 1"
"71430","74070"," What was to be for characteristics?","Speaker 1"
"76210","76550"," Ser.","Speaker 2"
"76770","77670"," Ser, good.","Speaker 1"
"77990","80390"," How would you make the ing form of ser?","Speaker 1"
"82270","82910"," Siento.","Speaker 1"
"83230","83690"," Siento.","Speaker 1"
"84250","89690"," Free in the sense of not requiring any money is gratis in Spanish.","Speaker 1"
"90270","93530"," This is where we get gratuitous from in English.","Speaker 1"
"94050","95070"," It's a bit gratuitous.","Speaker 1"
"95250","95890"," It's unnecessary.","Speaker 1"
"96210","96670"," It's free.","Speaker 1"
"96910","97430"," It's extra.","Speaker 1"
"97910","98430"," Gratis.","Speaker 1"
"99070","102770"," So you can say it's imperative that it continues to be free.","Speaker 1"
"103050","105790"," So it's imperative that it continues being free.","Speaker 1"
"105910","106750"," How would you say that?","Speaker 1"
"108670","113310"," Es imperativo que siga siendo gratis.","Speaker 2"
"113310","113730"," Good.","Speaker 1"
"114390","117510"," Es imperativo que siga siendo gratis.","Speaker 1"
"118490","123930"," To start, we said that we had comenzar and empezar.","Speaker 1"
"124750","128729"," Comenzar is, of course, easier to remember and use because it sounds like commence.","Speaker 1"
"129110","132530"," But empezar is probably more common.","Speaker 1"
"133210","135070"," So you can use whichever you like now.","Speaker 1"
"136010","142270"," How would you say it's spectacular that they start to speak Spanish?","Speaker 1"
"142270","147470"," Now, after start, to connect to the next two forms, you need a.","Speaker 1"
"148210","152490"," There are just a handful of verbs that are not verbs of movement.","Speaker 1"
"152670","157890"," For example, like ir, volver, salir, that need a to connect.","Speaker 1"
"158030","162990"," Apart from these, there are just a handful of verbs that use some preposition to connect.","Speaker 1"
"163790","167350"," And empezar and comenzar are two of them.","Speaker 1"
"167770","173250"," So how would you say it's spectacular that they begin to speak Spanish?","Speaker 1"
"173710","175750"," Spectacular is the same word in Spanish.","Speaker 1"
"178150","179570"," Es espectacular.","Speaker 1"
"180030","181590"," Almost the same word.","Speaker 1"
"182530","183150"," Oh, right.","Speaker 2"
"183850","184770"," Espectacular.","Speaker 2"
"185070","185450"," Good.","Speaker 1"
"185610","189170"," Es espectacular that they begin.","Speaker 1"
"191510","195770"," Que comiencen a hablar español.","Speaker 2"
"196210","196550"," Good.","Speaker 1"
"196550","201550"," Es espectacular que comiencen a hablar español.","Speaker 1"
"202210","205530"," It's spectacular that they start to speak Spanish.","Speaker 1"
"206390","211990"," Now, after comenzar and empezar, you could also put the ing form and the meaning would change a little.","Speaker 1"
"212370","217510"," It would mean it's spectacular that they start out speaking Spanish.","Speaker 1"
"217670","223670"," Now, in English, there's not a lot of difference that they begin to speak Spanish, that they begin speaking Spanish.","Speaker 1"
"223670","226830"," Both in English mean to start speaking Spanish.","Speaker 1"
"227190","234790"," But in Spanish, if you use the ing here, it would mean that they start out speaking Spanish, like right from the beginning.","Speaker 1"
"235130","242130"," So when I'm speaking about these courses, for example, I say that we start out speaking Spanish right from the beginning.","Speaker 1"
"242490","246290"," Now, speaking about that in Spanish, I would use the ing here.","Speaker 1"
"246810","251750"," So it's spectacular that they start out speaking Spanish.","Speaker 1"
"254540","260060"," Es espectacular que comiencen hablando español.","Speaker 2"
"260399","260499"," Good.","Speaker 1"
"260839","264340"," And here we don't need the a because we're not connecting to a true form.","Speaker 1"
"265500","269400"," What was the verb to finish or to terminate?","Speaker 1"
"271200","271880"," Terminar.","Speaker 2"
"273460","284340"," Now, if you want to say a sentence like, I want you guys to speak with me when you finish selling them, we will say when you finish to sell them.","Speaker 1"
"284720","285920"," Here we won't use the ing.","Speaker 1"
"286540","294840"," But to finish, terminar is also one of those verbs that needs a preposition to connect to the next true form.","Speaker 1"
"295140","297200"," In this case, the preposition is de.","Speaker 1"
"298100","303360"," So to finish selling them is terminar de vender.","Speaker 1"
"304100","309500"," So I want you guys to speak with me when you finish selling them.","Speaker 1"
"309500","313200"," So the first bit is I want you guys to speak with me.","Speaker 1"
"313360","314260"," How is that bit?","Speaker 1"
"316540","320360"," Quiero que hablen conmigo.","Speaker 2"
"320560","321080"," Good.","Speaker 1"
"321420","322300"," Mood tense.","Speaker 1"
"322760","324960"," Quiero que hablen conmigo.","Speaker 1"
"325160","325400"," Good.","Speaker 1"
"325500","328280"," I want that you talk with me.","Speaker 1"
"328700","333340"," Quiero que hablen conmigo when you finish selling them.","Speaker 1"
"333820","337200"," So when you finish and we're still speaking to you guys.","Speaker 1"
"340140","341500"," ¿Cuánto terminan?","Speaker 2"
"341940","342360"," Good.","Speaker 1"
"342820","344900"," Why did you use the mood tense there?","Speaker 1"
"345200","346240"," ¿Cuándo terminan?","Speaker 1"
"348510","351130"," Because it's the future when.","Speaker 2"
"351510","351930"," Good.","Speaker 1"
"352390","356990"," When cuando refers to generally, we won't use the mood tense.","Speaker 1"
"357070","357990"," We just use the present.","Speaker 1"
"358570","363490"," And here, referring to a future event that hasn't happened after cuando, we use the mood tense.","Speaker 1"
"363710","364330"," Well remembered.","Speaker 1"
"364970","370190"," Quiero que hablen conmigo cuando terminan, when you finish selling them.","Speaker 1"
"370410","371690"," And we're not going to use selling.","Speaker 1"
"371690","375170"," We're going to use to sell and we connect that with de.","Speaker 1"
