"start","end","text","speaker"
"780","9860"," So we we're looking at adverbs and how they work and we are changing them for the different people Let's make a recap.","Speaker 1"
"10000","12240"," How would you say to contaminate?","Speaker 1"
"13700","14180"," Contaminar.","Speaker 2"
"14360","14580"," Good.","Speaker 1"
"14720","16900"," So how would you say it's contaminating?","Speaker 1"
"18480","18960"," Contamina.","Speaker 2"
"19140","19380"," Good.","Speaker 1"
"19600","22100"," So a key vowel for adverbs is a.","Speaker 1"
"22240","23000"," That's our key vowel.","Speaker 1"
"23500","28820"," We add a N to get you guys or they contaminate.","Speaker 1"
"28900","29640"," So how would that be?","Speaker 1"
"31900","32500"," Contaminan.","Speaker 1"
"32500","33100"," Contaminan.","Speaker 1"
"33320","33560"," Good.","Speaker 1"
"34360","38800"," And we add an S to the he-she-it form to get the you informal.","Speaker 1"
"39000","44540"," So you informal contaminate would be Contaminas.","Speaker 1"
"44540","45140"," Contaminas.","Speaker 1"
"45340","45660"," Good.","Speaker 1"
"46320","51860"," Now for er-ir verbs, for er-ir verbs, their key sound is e.","Speaker 1"
"52320","56720"," For this closed group of historic verbs, their key sound is e.","Speaker 1"
"57840","60500"," So, what do you think vendor means?","Speaker 1"
"60960","61360"," Vendor.","Speaker 1"
"61440","62320"," What do you think that means?","Speaker 1"
"63560","65960"," Does it have anything to do with a vent and ventilation?","Speaker 2"
"66440","67820"," No, it's not a T, it's a D.","Speaker 1"
"68060","68480"," It's a vent.","Speaker 1"
"68680","69100"," A vending.","Speaker 1"
"69260","69840"," Vending machine?","Speaker 1"
"70340","70720"," Yeah, yeah.","Speaker 1"
"70800","71020"," Good.","Speaker 1"
"71140","72180"," So what does it mean then, vendor?","Speaker 1"
"72780","74060"," What does the vending machine do?","Speaker 1"
"75520","79380"," It's a selling machine or you might have heard street vendor as well.","Speaker 1"
"79960","82000"," So I sell or I'm selling.","Speaker 1"
"83680","84080"," Vendo.","Speaker 1"
"84080","84480"," Vendo.","Speaker 1"
"84820","85560"," I'm selling it.","Speaker 1"
"87400","88120"," Lo vendo.","Speaker 2"
"89260","89360"," Lo vendo.","Speaker 1"
"89360","89460"," Good.","Speaker 1"
"89580","90980"," Is there anywhere else you can put that lo?","Speaker 1"
