"start","end","text","speaker"
"1100","15660"," We also said that when we use SER or ESTAR with an adjective plus QUE, so for example ES RELEVANTE QUE, it's relevant that, ESTÁ BIEN QUE, it's okay that.","Speaker 1"
"15940","19200"," We will follow this up with the mood tense.","Speaker 1"
"20260","29160"," So how would you say for example, it's not very relevant that they found it.","Speaker 1"
"29160","33360"," It's not very relevant that they found it, for example.","Speaker 1"
"33500","35900"," So how is it's not very relevant?","Speaker 1"
"37280","39700"," NO ES MUY RELEVANTE.","Speaker 2"
"39800","41780"," Good, that they found it.","Speaker 1"
"44340","50200"," QUE ENCONTRARON, ENCONTRARAN, LO ENCONTRARAN.","Speaker 2"
"50400","54820"," Good, NO ES MUY RELEVANTE QUE LO ENCONTRARAN.","Speaker 1"
"54820","57280"," So here we're not starting with the past, are we?","Speaker 1"
"57500","60600"," NO ES MUY RELEVANTE, that's the present.","Speaker 1"
"60980","65700"," But after QUE we refer back to the past, so we can use the past mood tense.","Speaker 1"
"66260","68900"," In the same way, we could use the present mood tense.","Speaker 1"
"69000","75900"," We could say it's not very relevant that they find it, that they might find it, using the present mood tense.","Speaker 1"
"75960","76920"," So how would that sound?","Speaker 1"
"78420","83200"," NO ES MUY RELEVANTE QUE LO ENCUENTREN.","Speaker 2"
"83260","87400"," Good, NO ES MUY RELEVANTE QUE LO ENCUENTREN.","Speaker 1"
"87840","88160"," Good.","Speaker 1"
"89040","91420"," How would you say it wasn't very relevant?","Speaker 1"
"92420","98300"," Now the line, we can use the line in the past here, from SER is irregular.","Speaker 1"
"99200","106380"," But we can remember the word ERA in English to remember this line in the past from SER.","Speaker 1"
"106920","112740"," Because the line in the past is an ERA, and if we pronounce ERA as if it was Spanish, we get ERA.","Speaker 1"
"113060","115420"," And that's the line in the past from SER.","Speaker 1"
"115740","118440"," So how would you say it was very relevant?","Speaker 1"
"120480","122180"," ERA MUY RELEVANTE.","Speaker 2"
"122280","124580"," Good, it was very relevant that they found it.","Speaker 1"
"124880","126840"," It was very relevant that they found it.","Speaker 1"
