"start","end","text","speaker"
"1350","11630"," We've seen quite a few prepositions up until now, these words that refer to movement or position or direction.","Speaker 1"
"12450","15070"," For example, we had two words for four.","Speaker 1"
"15650","16350"," What were they?","Speaker 1"
"17690","19050"," Para and por.","Speaker 2"
"19250","19490"," Good.","Speaker 1"
"19690","20530"," Para and por.","Speaker 1"
"20730","22750"," And how did we say from or of?","Speaker 1"
"24130","24730"," De.","Speaker 2"
"25370","25470"," De.","Speaker 1"
"26110","26410"," With?","Speaker 1"
"28010","28290"," Con.","Speaker 1"
"28650","29110"," Con.","Speaker 1"
"29830","30710"," In or on?","Speaker 1"
"32070","32490"," En.","Speaker 1"
"32730","33090"," En.","Speaker 1"
"33410","33790"," Good.","Speaker 1"
"34130","36170"," So, we've seen quite a few of those.","Speaker 1"
"37070","45710"," Now, prepositions in Spanish won't come at the end of the sentence as they can in English.","Speaker 1"
"46330","48210"," We've seen this already as well.","Speaker 1"
"48490","51070"," Do you remember how to say, where are you from?","Speaker 1"
"51990","56950"," You are, speaking informally, from ser is eres.","Speaker 1"
"57790","58230"," Eres.","Speaker 1"
"58790","60330"," So, how would you say, where are you from?","Speaker 1"
"61850","62930"," ¿De dónde eres?","Speaker 2"
"63290","64069"," ¿De dónde eres?","Speaker 1"
"64510","72170"," So, in English, where are you from, we're putting the preposition at the end of the sentence and that's fine in English, but it's incorrect Spanish.","Speaker 1"
"72750","74430"," So, you don't say, where are you from?","Speaker 1"
"74510","75750"," You say, from where are you?","Speaker 1"
"75750","76910"," ¿De dónde eres?","Speaker 1"
"77290","82370"," If we want to say, where are you going in Spanish, we say, to where are you going?","Speaker 1"
"82870","85550"," What was you are going, speaking informally?","Speaker 1"
"87170","87450"," Vas.","Speaker 1"
"87610","88030"," Vas.","Speaker 1"
"88370","88570"," Good.","Speaker 1"
"88670","90190"," So, to where are you going?","Speaker 1"
"92110","92890"," ¿A dónde vas?","Speaker 2"
"92990","93850"," ¿A dónde vas?","Speaker 1"
"94250","94630"," Good.","Speaker 1"
"95250","98510"," We are going to the United States.","Speaker 1"
"98510","102390"," The United States is Estados Unidos.","Speaker 1"
"103050","104210"," United States.","Speaker 1"
"104450","105390"," Estados Unidos.","Speaker 1"
"105850","108470"," And I should mention, you don't translate the word for the.","Speaker 1"
"108630","111530"," You just say, we are going to United States.","Speaker 1"
