"start","end","text","speaker"
"1740","7140"," What was the to have that we use to go in the past?","Speaker 1"
"8780","9120"," Haber.","Speaker 2"
"9400","10560"," Haber, good.","Speaker 1"
"11300","15379"," How would you say, I have cancelled?","Speaker 1"
"15940","16940"," I have cancelled.","Speaker 1"
"19280","20400"," He cancelado.","Speaker 2"
"20580","22160"," Good, he cancelado.","Speaker 1"
"22600","30980"," And we said that the version of the verb that you get after haber, you can use it like an adjective as well in Spanish, just as we do in English.","Speaker 1"
"30980","33600"," For example, in English we could say, it's cancelled.","Speaker 1"
"34400","37680"," We use the same version, cancelled, that comes after haber.","Speaker 1"
"38180","39540"," So, we can do the same in Spanish.","Speaker 1"
"40100","42260"," So, how would you say, it is cancelled?","Speaker 1"
"42580","50920"," And I remind you that the adjectives that we form in this way tend to go with estar, only with a few exceptions that are more flexible.","Speaker 1"
"51500","52380"," So, it is cancelled?","Speaker 1"
"54240","55120"," Está cancelado.","Speaker 2"
"55300","56660"," Está cancelado.","Speaker 1"
"56660","59480"," What if we meant la fiesta, the party?","Speaker 1"
"61000","62120"," Está cancelada.","Speaker 2"
"62300","62520"," Good.","Speaker 1"
"62780","64060"," Está cancelada.","Speaker 1"
"64680","68120"," Fiesta, by the way, is actually related to festival, festivity.","Speaker 1"
"68380","72320"," We can see the E splitting between festival and fiesta.","Speaker 1"
"73580","76640"," To complicate in Spanish, what's complication?","Speaker 1"
"78480","79160"," Complicación.","Speaker 2"
"79860","80440"," Complicar.","Speaker 2"
"80780","82540"," Complicar, with folding.","Speaker 1"
"82900","84020"," Complicar, good.","Speaker 1"
"84020","87220"," If you want to say, it has got complicated.","Speaker 1"
"87560","89020"," It has got complicated.","Speaker 1"
"89820","92040"," How do you think you would say it?","Speaker 1"
"93700","95380"," Se ha complicado.","Speaker 2"
"95660","95900"," Good.","Speaker 1"
"96260","97500"," Se ha complicado.","Speaker 1"
"97960","99180"," It has got complicated.","Speaker 1"
"99460","101360"," It has complicated itself, we would say.","Speaker 1"
"101460","101800"," Very good.","Speaker 1"
"102540","105060"," So, the adjective, complicated, is?","Speaker 1"
"106560","107080"," Complicado.","Speaker 1"
"107380","108300"," Complicado, good.","Speaker 1"
"108580","110540"," So, you can say, it is complicated.","Speaker 1"
"112140","113000"," Es complicado.","Speaker 1"
"113000","114340"," Es complicado.","Speaker 1"
"116180","117260"," Está complicado.","Speaker 2"
"117500","118360"," Está complicado.","Speaker 1"
"118700","120640"," Actually, with this one, you can use either.","Speaker 1"
"120960","128180"," It tends to be a tendency to go with estar, with these types of adjectives, but with complicado, you could say either.","Speaker 1"
"128539","129500"," Es complicado.","Speaker 1"
"129979","131120"," Está complicado.","Speaker 1"
"131640","140140"," Depending on what you are talking about, you might feel more drawn to one or to the other, but most of the time, they're going to be interchangeable here.","Speaker 1"
"140140","146480"," We can also make structures like should have, could have, with this other.","Speaker 1"
"147220","148960"," Let's start with should have.","Speaker 1"
"149200","157820"," Now, should, we take it from the verb to owe, which also we use like must, and it's related to English debt.","Speaker 1"
"159660","159920"," Deber.","Speaker 2"
"160060","160600"," Deber.","Speaker 1"
"160780","161720"," Deber, good.","Speaker 1"
"161980","166840"," So, deber is to owe or must, and if you say would owe, you get should.","Speaker 1"
"167280","168860"," So, how would you say, I should?","Speaker 1"
"170460","171080"," Debería.","Speaker 2"
"171220","171380"," Good.","Speaker 1"
"171940","177020"," So, now we can say, I should have cancelled, and this have is to have.","Speaker 1"
"177160","178740"," I should to have cancelled.","Speaker 1"
"181110","183350"," Debería haber cancelado.","Speaker 2"
"183510","184050"," Very good.","Speaker 1"
"184550","185410"," I should have cancelled.","Speaker 1"
"185770","187350"," Debería haber cancelado.","Speaker 1"
"187670","189030"," I should have cancelled it.","Speaker 1"
"190930","194070"," Lo debería haber cancelado.","Speaker 2"
"194210","194690"," Very good.","Speaker 1"
"195090","197930"," Lo debería haber cancelado.","Speaker 1"
"197930","199970"," Where else could that lo go there?","Speaker 1"
"201490","204430"," It's after the unchanged verb.","Speaker 2"
"205150","207930"," So, debería haberlo cancelado.","Speaker 2"
"208790","210930"," Yeah, debería haberlo cancelado.","Speaker 1"
"211910","212390"," Very good.","Speaker 1"
"213790","215310"," What was could?","Speaker 1"
"215830","222370"," So, we take to be able, and we say would be able to get this could, this could that refers to future.","Speaker 1"
"222870","225610"," So, what is to be able related to power?","Speaker 1"
"226750","227350"," Poder.","Speaker 2"
"227350","228550"," Poder, good.","Speaker 1"
"229110","232370"," So, how would you say, I would be able or I could?","Speaker 1"
"233870","234470"," Podería.","Speaker 2"
"235010","235410"," Okay.","Speaker 1"
"236110","236670"," Podería.","Speaker 2"
"236890","237410"," Podería.","Speaker 1"
"237710","241050"," So, you could say something like, I could have gone.","Speaker 1"
"241410","242530"," I could have gone.","Speaker 1"
"242690","243490"," What was to go?","Speaker 1"
"244810","245410"," Ir.","Speaker 1"
"245690","245970"," Ir.","Speaker 1"
"246150","248970"," And what was gone, the version of to go after haber?","Speaker 1"
"250410","251270"," Ha ido.","Speaker 2"
"251730","253290"," I could have gone.","Speaker 1"
"255029","256790"," Podería haber ido.","Speaker 2"
"257570","259690"," Podería haber ido.","Speaker 1"
"260529","262250"," We could have gone.","Speaker 1"
"262810","263670"," We could have gone.","Speaker 1"
"265370","267070"," Poderíamos haber ido.","Speaker 2"
"267850","268070"," Good.","Speaker 1"
"268550","270050"," Poderíamos haber ido.","Speaker 1"
"270370","270630"," Good.","Speaker 1"
"271090","282790"," So, after haber, any version of haber, whether it's the to form, haber, whether it's habría, any version of haber, is going to have hado or ido with the following verb.","Speaker 1"
"283130","289130"," But, some verbs are irregular, and they don't form their version after haber in this way.","Speaker 1"
"289810","293590"," So, to break, related to rupture in English, was romper.","Speaker 1"
"293970","296390"," Now, this after haber is not rompido.","Speaker 1"
"297510","298850"," The rompido doesn't exist.","Speaker 1"
"299090","299770"," It's irregular.","Speaker 1"
"300150","301970"," After haber, it's roto.","Speaker 1"
"302330","303990"," R-O-T-O.","Speaker 1"
"304190","304570"," Roto.","Speaker 1"
"305110","307430"," So, how would you say, I have broken it?","Speaker 1"
"309450","310970"," Lo he roto.","Speaker 2"
"311630","311910"," Good.","Speaker 1"
"312310","313670"," Lo he roto.","Speaker 1"
"313830","314770"," I have broken them?","Speaker 1"
"316630","317930"," Lo he roto.","Speaker 2"
"318890","319030"," Good.","Speaker 1"
"319330","320790"," Lo he roto.","Speaker 1"
"321310","323530"," What if you want to say, it has broken?","Speaker 1"
"324090","325090"," It has broken.","Speaker 1"
"327190","329150"," Se ha roto.","Speaker 2"
"329370","330530"," Se ha roto.","Speaker 1"
"330710","331950"," It has broken itself.","Speaker 1"
"332110","332910"," It has broken.","Speaker 1"
"333110","333490"," Very good.","Speaker 1"
"333690","344230"," If you had just said, a roto, I would understand he, she, it, or you, formal, has or have broken, and I would be waiting to hear what was broken.","Speaker 1"
"344950","349370"," So, we have roto instead of rompido, let's say.","Speaker 1"
"349550","354830"," Roto is the version of romper after haber, which means it will also count for the adjective.","Speaker 1"
"355370","358690"," So, if you want to say, it is broken, how would you say it?","Speaker 1"
"361450","362490"," Esta roto.","Speaker 2"
"362610","363530"," Esta roto.","Speaker 1"
"363690","365130"," And if it was a feminine thing?","Speaker 1"
"366570","367610"," Esta rota.","Speaker 1"
"367830","368810"," Esta rota.","Speaker 1"
"368810","371310"," To die is morir.","Speaker 1"
"372030","372470"," Morir.","Speaker 1"
"373110","373630"," Morir.","Speaker 2"
"373970","377690"," And the version after haber is not morido, it's muerto.","Speaker 1"
"378110","378630"," Muerto.","Speaker 1"
"379070","380530"," How would you say he has died?","Speaker 1"
"382470","383430"," Ha muerto.","Speaker 2"
"383730","384530"," Ha muerto.","Speaker 1"
"384930","388350"," And with morir, you can hear it with se or without se.","Speaker 1"
"388490","389910"," There's not really a lot of difference.","Speaker 1"
"390250","393070"," Sometimes the se doesn't actually make a lot of difference.","Speaker 1"
"393430","395810"," Ha muerto, se ha muerto, you hear both.","Speaker 1"
"396610","401310"," Now, if you want to say he is dead, how do you think you would say it?","Speaker 1"
"402850","405690"," You mean if it's estar or ser?","Speaker 2"
"406010","410570"," We know that this type of adjective tends to go with...","Speaker 1"
"410570","411390"," Well, estar.","Speaker 2"
"412290","418150"," But I could see why this specific one could also go with ser under certain circumstances.","Speaker 2"
"418230","418850"," But it doesn't.","Speaker 1"
"419050","420090"," It never goes with ser.","Speaker 1"
"420290","425350"," So, some of these adjectives we form in this way can go with ser, but this one can't.","Speaker 1"
"425350","427090"," So, firstly, how would that be?","Speaker 1"
"427290","427870"," He is dead?","Speaker 1"
"430210","431170"," Está muerto.","Speaker 2"
"431350","432210"," Está muerto.","Speaker 1"
"432530","433610"," So, complicated.","Speaker 1"
"433810","437070"," For example, it could go with ser and estar, but muerto can't.","Speaker 1"
"437490","443290"," Maybe it's not just because there are these type of adjectives that dead will go with estar.","Speaker 1"
"443450","446490"," Maybe it is about the way Spanish perceives the world.","Speaker 1"
"446890","450710"," To be dead is a state that the soul goes through, let's say.","Speaker 1"
"450790","453630"," You don't know what is the perception behind that.","Speaker 1"
"453630","456870"," Or if it's just going with estar because it's one of these adjectives.","Speaker 1"
"456970","461190"," So, they're interesting points to think about and thinking about those points helps your memory.","Speaker 1"
"461530","465110"," Even if you're just looking out of interest and not coming to any conclusions.","Speaker 1"
"466170","468050"," How would you say I'm dead?","Speaker 1"
"468350","470070"," And you can use this to mean tired.","Speaker 1"
"470570","472710"," This is quite common in Spanish.","Speaker 1"
"473210","475210"," If you're really tired, you can say I'm dead.","Speaker 1"
"476970","478010"," Estoy muerta.","Speaker 2"
"478510","479710"," Yes, feminine.","Speaker 1"
"479890","480590"," Estoy muerta.","Speaker 1"
"480890","481090"," Good.","Speaker 1"
"481090","485150"," You can say also I die myself.","Speaker 1"
"485690","487510"," Here, like morirse.","Speaker 1"
"488170","490470"," In all different kinds of circumstances.","Speaker 1"
"490910","494670"," When something's really funny, when you can't believe something.","Speaker 1"
"495430","497590"," In many different circumstances you could use that.","Speaker 1"
"497670","498490"," You'll hear it around.","Speaker 1"
"498710","499570"," But let's build it.","Speaker 1"
"499650","500630"," Let's see how it would sound.","Speaker 1"
"501210","507070"," So, to die, morir, I die myself, making this reflexive structure.","Speaker 1"
