"start","end","text","speaker"
"650","3070"," You might have noticed that we're not using the word for I.","Speaker 1"
"3730","5770"," QUIERO by itself means I want.","Speaker 1"
"6090","7050"," There is a word for I.","Speaker 1"
"7150","8110"," The word for I is YO.","Speaker 1"
"8590","9450"," Y-O, YO.","Speaker 1"
"10250","12870"," YO And you only use it if you want to be emphatic.","Speaker 1"
"13350","17570"," So if you want to say I want and show that emphasis, how would you do it?","Speaker 1"
"19210","22710"," YO QUIERO YO QUIERO I don't want.","Speaker 1"
"23570","26170"," NO YO QUIERO Same order as English.","Speaker 1"
"26370","27670"," I don't want.","Speaker 1"
"28970","31189"," YO NO QUIERO Good.","Speaker 1"
"31549","33770"," YO NO QUIERO I don't want.","Speaker 1"
"34010","34270"," Good.","Speaker 1"
"34810","36230"," I don't want to cancel.","Speaker 1"
"37550","40730"," YO NO QUIERO CANCELAR Good.","Speaker 2"
"41050","46390"," YO NO QUIERO CANCELAR How would you say celebration?","Speaker 1"
"48730","51530"," CELEBRACION CELEBRACION Very good.","Speaker 1"
"51650","52410"," And to celebrate?","Speaker 1"
"53770","56530"," CELEBRAR CELEBRAR I want to celebrate.","Speaker 1"
"59260","62700"," QUIERO CELEBRAR QUIERO CELEBRAR Good.","Speaker 1"
"64080","68100"," What would it mean if I say QUIERO ILUSTRAR?","Speaker 1"
"68800","72680"," QUIERO ILUSTRAR I want to illustrate.","Speaker 2"
"73040","74120"," Yes, I want to illustrate.","Speaker 1"
"74320","75820"," This is an interesting way as well, actually.","Speaker 1"
"76540","79720"," The LUS inside of ILUSTRAR means light.","Speaker 1"
"79720","86560"," And the word LUS, L-U-S, so actually LUS would be pronounced LUS in most of Spain.","Speaker 1"
"87360","91120"," But in the rest of the Spanish speaking world LUS means light.","Speaker 1"
"91480","92640"," So you can use that word as well.","Speaker 1"
"93420","95920"," How would you say I want to find out?","Speaker 1"
"96480","101200"," Now in Spanish you would say something like I want to inform myself.","Speaker 1"
"101640","103160"," I want to inform myself.","Speaker 1"
"106200","108580"," QUIERO INFORMARME Good, very good.","Speaker 2"
"108720","111340"," QUIERO INFORMARME So how was information?","Speaker 1"
"113520","116300"," INFORMACIÓN INFORMACIÓN Very good.","Speaker 1"
"117460","121100"," What was YOU in the sense of I love you, I want you?","Speaker 1"
"122100","123880"," TE And this is informal you.","Speaker 1"
"124020","125440"," This is used informally.","Speaker 1"
"126160","130940"," How would you say then I don't want to oblige you?","Speaker 1"
"131280","132920"," So you might think, oh, I don't know this.","Speaker 1"
"133320","137820"," It's very important, sentences that we think we don't know, to take them block by block.","Speaker 1"
"138240","143400"," And in this way, we will realize we can say so much in Spanish that we would have assumed that we don't know how to say.","Speaker 1"
"143880","145720"," So the first bit is I don't want.","Speaker 1"
"147120","150540"," NO QUIERO NO QUIERO To oblige.","Speaker 1"
"150800","153580"," So we look to see if we have obligation.","Speaker 1"
"153860","154920"," In English we have it, right?","Speaker 1"
"154980","156060"," It's a word, it's legal.","Speaker 1"
"156480","157320"," So how is that?","Speaker 1"
"158140","161140"," OBLIGACIÓN OBLIGACIÓN And to oblige then?","Speaker 1"
"162480","167940"," OBLIGAR OBLIGAR So we don't want to jump from oblige to sticking R on it.","Speaker 1"
"168000","169640"," You know, we want to take that long route.","Speaker 1"
"170540","174800"," OBLIGACIÓN OBLIGACIÓN OBLIGAR And then we find the word in Spanish.","Speaker 1"
"175060","178280"," So I don't want, NO QUIERO, to oblige you.","Speaker 1"
"179980","183120"," NO QUIERO OBLIGARTE Good.","Speaker 2"
"183520","184720"," NO QUIERO OBLIGARTE.","Speaker 1"
"185100","186580"," I don't want to oblige you.","Speaker 1"
"186640","188260"," I don't want to make you do it.","Speaker 1"
"188300","191640"," So in English, we would say make you, maybe.","Speaker 1"
"191640","194300"," Maybe oblige sounds a little bit too formal.","Speaker 1"
"194500","196520"," But in Spanish, it's everyday language.","Speaker 1"
"196940","199280"," How would you say, I don't want to provoke you.","Speaker 1"
"199780","201340"," I don't want to provoke you.","Speaker 1"
"202620","206440"," NO QUIERO PROVOCARTE Good.","Speaker 2"
"206760","208260"," NO QUIERO PROVOCARTE.","Speaker 1"
"208700","213620"," The word for it in Spanish is LO.","Speaker 1"
"214160","218780"," LO LO So how would you say, I want to cancel it.","Speaker 1"
"221600","222820"," QUIERO CANCELARLO Good.","Speaker 2"
"223140","224680"," QUIERO CANCELARLO.","Speaker 1"
"225220","226760"," How would you say, I want to regulate it.","Speaker 1"
"229540","231100"," QUIERO REGULARLO Good.","Speaker 2"
"231800","233260"," I want to talk about this R.","Speaker 1"
"233980","240440"," An initial R, like in REGULAR, in most Spanish dialects, it's a rolling R.","Speaker 1"
"240760","241980"," You get this flick of the tongue.","Speaker 1"
"242360","245760"," REGULAR REAL We saw this as well in Rio, REAL.","Speaker 1"
"245760","250140"," Now, if you can't make that sound, I don't want you to worry about it yet.","Speaker 1"
"251580","254800"," It's something that I couldn't pronounce it, actually.","Speaker 1"
"255200","258019"," I couldn't pronounce it for a long time and it was really frustrating.","Speaker 1"
"258519","260000"," And I was trying to pronounce it.","Speaker 1"
"260800","263680"," And when you're trying to pronounce it, your mouth gets tense.","Speaker 1"
"263980","270820"," And actually, you need a very relaxed mouth to pronounce this R because you're kind of lifting your tongue up a little bit and letting the air flap it.","Speaker 1"
"271340","272200"," Now, that's a muscle.","Speaker 1"
"272280","274200"," If it's tense, the air can't flap it.","Speaker 1"
"274200","275720"," So I tried a very long time.","Speaker 1"
"275820","277280"," I got very frustrated and I gave up.","Speaker 1"
"277780","280280"," And then I was practicing Spanish in Peru.","Speaker 1"
