"start","end","text","speaker"
"1350","3130"," How would you say urgent?","Speaker 1"
"5530","6010"," Urgente.","Speaker 2"
"6350","6710"," Good.","Speaker 1"
"7210","7690"," Urgente.","Speaker 1"
"7990","8470"," Urgente.","Speaker 1"
"8650","9770"," How would you say urgently?","Speaker 1"
"12930","13410"," Urgentemente.","Speaker 2"
"14150","14630"," Urgentemente.","Speaker 1"
"15530","17670"," I love you in Spanish is te quiero.","Speaker 1"
"18230","19530"," Literally, I want you.","Speaker 1"
"19670","20910"," You might have also heard te amo.","Speaker 1"
"21310","23470"," You should be a weary of this difference.","Speaker 1"
"24330","28070"," Te quiero you can use with friends, you can use with lovers very soon.","Speaker 1"
"28230","29950"," Te amo is much much more serious.","Speaker 1"
"29950","35610"," But te quiero is very common, and it literally means I want you.","Speaker 1"
"36230","37630"," So, there is you.","Speaker 1"
"38090","40650"," We can get rid of this and here we are left with I want.","Speaker 1"
"41670","42030"," Quiero.","Speaker 2"
"42230","42590"," Quiero.","Speaker 1"
"43110","43350"," Good.","Speaker 1"
"43730","44870"," How would you say I don't want?","Speaker 1"
"46150","46730"," No quiero.","Speaker 1"
"46890","47430"," No quiero.","Speaker 1"
"47590","47730"," Good.","Speaker 1"
"47850","49070"," We just put no before.","Speaker 1"
"50210","59230"," One of my favorite rules for convertible words is the rule for words ending I-O-N.","Speaker 1"
"59950","62070"," This is an extremely useful rule.","Speaker 1"
"62410","66330"," Words ending I-O-N are the same in English and Spanish.","Speaker 1"
"66650","69030"," Just in Spanish they have the accent on the end.","Speaker 1"
"69490","79550"," So, for example, in English we have opinion and in Spanish you're going to pronounce syllable by syllable making sure that you're pronouncing the vowels as they're written and you're going to put the accent on the end.","Speaker 1"
"81070","81550"," Opinion.","Speaker 2"
"81730","82210"," Opinion.","Speaker 1"
"82650","82890"," Good.","Speaker 1"
"83130","83470"," Passion.","Speaker 1"
"85870","86430"," Passion.","Speaker 1"
"86470","86570"," Passion.","Speaker 1"
"86830","86930"," Passion.","Speaker 1"
"86930","87030"," Good.","Speaker 1"
"87030","89350"," Then you pronounce the S because we don't write SH.","Speaker 1"
"91110","91670"," Preparation.","Speaker 1"
"91830","111390"," Now if it's SH-N, T-I-O-N, if we have SH-N, it's going to be C-I-O-N in Spanish and this C-I-O-N is pronounced S-I-O-N like an S in most of the Spanish-speaking world or in most of Spain it's pronounced T-I-O-N.","Speaker 1"
"112130","116450"," So you can choose if you have a particular affiliation for Spain, you can make this TH.","Speaker 1"
"116730","124090"," If not, I suggest using the S sound because a majority of Spanish speakers are using this sound and it's also much easier.","Speaker 1"
"124530","125990"," It doesn't appear difficult here.","Speaker 1"
"126570","127050"," Preparación.","Speaker 1"
"127889","133990"," But if you want to ask for a beer, for example, with the S sound you're going to ask for a cerveza.","Speaker 1"
"134370","138150"," If you're going to ask using the TH sound you're going to ask for cerveza.","Speaker 1"
"138710","147730"," So I would suggest unless you have a particular affiliation with Spain or you particularly want to be practicing with some Spanish friends or whatever to use the SO sound.","Speaker 1"
"148510","156190"," So you have a word like organization that Z as well is going to sound like an S or a TH.","Speaker 1"
"158170","158770"," Organización.","Speaker 1"
"159430","160790"," It's much easier.","Speaker 1"
"161090","162790"," Then this is organización.","Speaker 1"
"164410","165010"," Organización.","Speaker 2"
"165430","165630"," Good.","Speaker 1"
"165890","166490"," Preparation.","Speaker 1"
"168490","169010"," Preparación.","Speaker 2"
"169010","169530"," Generation.","Speaker 1"
"172610","173130"," Generación.","Speaker 1"
"173430","173950"," Generación.","Speaker 2"
"173990","174090"," Good.","Speaker 2"
"174230","176270"," You had a little bit slipping in from English, right?","Speaker 1"
"176330","177270"," One of the vowels there.","Speaker 1"
"177490","180910"," But if you take it syllable by syllable, we get every vowel perfect.","Speaker 1"
"181730","182250"," Generación.","Speaker 1"
"182970","183490"," Generación.","Speaker 2"
"184670","185190"," Confirmation.","Speaker 1"
"187510","188030"," Confirmación.","Speaker 1"
"188650","189170"," Confirmación.","Speaker 2"
"189290","191790"," I was tempted to say confirmación.","Speaker 2"
"191790","194150"," But you thought, no, I like ink.","Speaker 1"
"194590","194790"," Perfect.","Speaker 1"
"195210","198270"," So this is actually called language transfer.","Speaker 1"
"198870","200750"," So this is negative language transfer.","Speaker 1"
"200910","206470"," Things that come from English affecting your Spanish, which are not part of Spanish, are negative language transfer.","Speaker 1"
"207070","215630"," And what is useful from English, so like these convertible words that we are using as far as language learning is concerned, this is positive language transfer.","Speaker 1"
"216210","221270"," So part of our journey here is to identify what is negative language transfer and what is positive language transfer.","Speaker 1"
"221270","223810"," And using both to our advantage.","Speaker 1"
"224610","230270"," And English becomes more interesting when we learn Spanish because we start to see where some words come from.","Speaker 1"
"230370","232950"," Where is the inherent wisdom in the vocabulary?","Speaker 1"
"233350","236650"," So confirmación, for example, means with, signing.","Speaker 1"
"237490","242210"," Con is with in Spanish and firma is signature.","Speaker 1"
"242730","245490"," So when you confirm, you are doing it with signature.","Speaker 1"
"247010","247650"," Conversación.","Speaker 1"
"249870","250470"," Conversación.","Speaker 1"
"250510","250610"," Good.","Speaker 1"
"250910","254010"," And this means like with verses, with verse.","Speaker 1"
"255070","255670"," Confrontation.","Speaker 1"
"259149","259750"," Confrontación.","Speaker 1"
"260190","265510"," And front, actually, like enfrontación, comes from frente, which means forehead.","Speaker 1"
"266270","267350"," So it's with the forehead.","Speaker 1"
"267590","269690"," When you confront, you go forward with the forehead.","Speaker 1"
"275170","278850"," Here, con is also con, but it changes to an M because of that P.","Speaker 1"
"279090","280750"," Happens the same in English and Spanish.","Speaker 1"
"281230","281670"," Complicación.","Speaker 1"
"282190","283510"," But this is with folding.","Speaker 1"
"284610","286690"," From Latin, plicare, to fold.","Speaker 1"
"287330","290830"," So, you know, when you fold stuff up, I guess it gets more complicated.","Speaker 1"
"291270","292250"," Something like that.","Speaker 1"
"293090","307550"," Now, the reason why this is my favourite rule is because out of these words that end in I-O-N, if you take the words that end A-TION, if you take those words, and you get rid of the SH-ON, and you put an R on the end, you get the verb.","Speaker 1"
"307810","308950"," So let me give you an example.","Speaker 1"
"310090","310530"," Preparación.","Speaker 1"
"311590","312030"," Preparación.","Speaker 1"
"313010","313450"," Preparar.","Speaker 1"
"314130","315910"," And there you get the verb to prepare.","Speaker 1"
"316850","319030"," So there's like a thousand verbs now we know in Spanish.","Speaker 1"
"319830","320830"," What was generation?","Speaker 1"
"323480","323920"," Generación.","Speaker 2"
"324200","324420"," Good.","Speaker 1"
"324560","325480"," What is to generate?","Speaker 1"
"327600","328040"," Generar.","Speaker 2"
"328040","328760"," Generar.","Speaker 2"
"328880","329020"," Good.","Speaker 2"
"329760","330820"," What was confirmation?","Speaker 1"
"332820","333300"," Confirmación.","Speaker 2"
"334500","334980"," Confirmación.","Speaker 2"
"335160","335360"," Good.","Speaker 1"
"336040","337420"," What is to confirm?","Speaker 1"
"340400","340880"," Confirmar.","Speaker 1"
"341040","342240"," Yes, confirmar.","Speaker 1"
"342700","345060"," So if you had to guess, how do you think you would say to sign?","Speaker 1"
"346200","347480"," If to confirm is with.","Speaker 1"
"347740","348780"," Oh, firmar.","Speaker 1"
"348940","350160"," Yes, firmar.","Speaker 1"
"350240","351220"," Firmar means to sign.","Speaker 1"
"352820","353300"," Complicación?","Speaker 1"
"355380","355860"," Complicación.","Speaker 1"
"356080","356840"," To complicate?","Speaker 1"
"358440","358840"," Complicar.","Speaker 1"
"359000","359100"," Good.","Speaker 1"
"359480","361040"," So now we can make some sentences with this.","Speaker 1"
"361340","362920"," What was again I want?","Speaker 1"
"363100","367220"," And if we forget that, we can think of I love you in Spanish, and then take away the you.","Speaker 1"
"368820","369220"," Quiero.","Speaker 2"
"369460","369860"," Quiero.","Speaker 1"
"370060","371320"," So now we can make some sentences.","Speaker 1"
"371480","372300"," I want to prepare.","Speaker 1"
"375820","376620"," Quiero preparar.","Speaker 2"
"376720","376900"," Quiero preparar.","Speaker 1"
"376900","377000"," Good.","Speaker 1"
"377120","378120"," Quiero preparar.","Speaker 1"
