"start","end","text","speaker"
"1100","5400"," Let's look again at how we speak about the future in Spanish.","Speaker 1"
"5680","30320"," We saw that we have a future tense, but we might not use it very often because, firstly, we can just use the present to talk about the future if we have some future context, some word like mañana, tomorrow, later, más tarde, or even another part of the sentence which shows us that we're talking about the future, we can just use the present.","Speaker 1"
"31119","42920"," When we don't have that, we can use ir a, to go to, so voy a, vamos a, vas a, which is also present tense.","Speaker 1"
"43140","48020"," Voy, vas, vamos, it's present, but we can use it to talk about the future.","Speaker 1"
"48020","55940"," So, for example, bailar, bailar, b-a-i-l-a-r, means to dance.","Speaker 1"
"56760","59660"," We can relate it to ballerina.","Speaker 1"
"60140","63819"," Ballerina, actually, is just dancer in Spanish.","Speaker 1"
"64160","69480"," Bailarín in Spanish is dancer, so that's where we get ballerina from, bailar.","Speaker 1"
"70320","76280"," So if you want to say we are going to dance, vamos a bailar.","Speaker 1"
"77360","78020"," Good.","Speaker 1"
"78560","88120"," If you had some future context, like later, más tarde, or literally more late, you could just say we dance later.","Speaker 1"
"90560","91680"," Bailamos más tarde.","Speaker 2"
"91860","92020"," Good.","Speaker 1"
"92260","93640"," Bailamos más tarde.","Speaker 1"
"94140","98400"," But you could have used that structure with vamos if you wanted to.","Speaker 1"
"98520","99300"," You have the option.","Speaker 1"
"99820","104780"," We can say bailamos más tarde, or we could say we're going to dance later.","Speaker 1"
"106680","108820"," Vamos a bailar más tarde.","Speaker 2"
"109180","109600"," Very good.","Speaker 1"
"109700","111340"," Vamos a bailar más tarde.","Speaker 1"
"112320","114040"," So we saw that we have a future tense.","Speaker 1"
"114460","133280"," We have a future tense, although we might not need to use it very often because we have this situation in Spanish that we can use the present or that ir a, to go to, is used even more often than in English, this structure of I'm going to do it instead of I'll do it.","Speaker 1"
"133280","135780"," It's used even more in Spanish than in English.","Speaker 1"
"136020","137340"," But we do have a future tense.","Speaker 1"
"138000","146920"," And the future tense is luckily very related to the different versions that we found of the verb haber.","Speaker 1"
"147840","153440"," Haber was a very irregular verb, this to have, that we used to go into the past.","Speaker 1"
"153540","160140"," What was the trick that we used to find the different versions of this very irregular verb haber?","Speaker 1"
"161860","166140"," We used the vowels, the e and a sounds.","Speaker 2"
"166500","166600"," Good.","Speaker 1"
"166600","168520"," We used these to take off from.","Speaker 1"
"168960","172080"," We go, what are the two vowels in haber, e and a?","Speaker 1"
"172360","175140"," Okay, e by itself means...","Speaker 1"
"176400","177300"," I have.","Speaker 2"
"177480","180140"," I have, and a by itself means...","Speaker 1"
"181380","185160"," He, she, it, or you, formal, have.","Speaker 2"
"185300","185800"," Perfect.","Speaker 1"
"186220","188520"," And from these we can find the other versions.","Speaker 1"
"188520","194520"," So we have e for I have, and we have is...","Speaker 1"
"195600","195980"," Emos.","Speaker 1"
"196100","196560"," Emos.","Speaker 1"
"196700","199220"," And we have a for he, she, it, you, formal.","Speaker 1"
"200000","202360"," For you, informal, what would we do to a?","Speaker 1"
"203980","204460"," As.","Speaker 1"
"204620","205100"," As.","Speaker 1"
"205600","206920"," H-A-S.","Speaker 1"
"207100","208760"," Now completely silent, this H.","Speaker 1"
"208840","210940"," This H that we find in all of these forms.","Speaker 1"
"212160","214520"," They have, or you guys have...","Speaker 1"
"215320","215560"," An.","Speaker 2"
"215560","215760"," An.","Speaker 2"
"216200","218260"," So these are our different versions of haber.","Speaker 1"
"218820","234500"," Now, these very sounds, so the sounds, because we're not including the H, the sounds, e, emos, a, as, an, are the same sounds that we add onto the to form of the verb to get this future tense.","Speaker 1"
"235360","238060"," So we have a verb like bailar, to dance.","Speaker 1"
"238560","245760"," If I want to say I will dance using this future tense, I can look at how is I have from haber.","Speaker 1"
"246180","247720"," So how is I have from haber?","Speaker 1"
"247960","248100"," E.","Speaker 2"
"248320","248620"," E.","Speaker 1"
"248780","251060"," And I can just stick it on the end.","Speaker 1"
"251220","253280"," But it's the sound that is the same.","Speaker 1"
"253420","257600"," What we are sticking on the end of the verb is an E, not a H-E.","Speaker 1"
"258660","260160"," So, I will dance.","Speaker 1"
"261760","264000"," Is it bailare or bailare?","Speaker 2"
"264800","272940"," The ending takes the accent, and we said that in Spanish we are pushing the accent into the future, which is an interesting phenomenon.","Speaker 1"
"273080","278300"," We spoke about how in Greek, for example, in the past, you pull it back into the past.","Speaker 1"
"278620","281680"," So we find this phenomenon occurring in other languages as well.","Speaker 1"
"282000","287720"," Here we are literally pushing the accent into the future, and we accent that ending, and we say bailare.","Speaker 1"
"288420","288940"," Bailare.","Speaker 1"
"289200","290560"," I will dance.","Speaker 1"
"291360","292120"," We will dance?","Speaker 1"
"294040","294560"," Bailaremos.","Speaker 2"
"294860","295380"," Bailaremos.","Speaker 1"
"295740","298160"," He, she, it, you, fumel will dance?","Speaker 1"
"299760","300280"," Bailará.","Speaker 1"
"300280","300980"," Bailará.","Speaker 1"
"301160","302520"," They or you guys will dance?","Speaker 1"
"304360","304920"," Bailarán.","Speaker 2"
"305020","305560"," Bailarán.","Speaker 1"
"305640","306640"," And you in fumel?","Speaker 1"
"308400","308960"," Bailarás.","Speaker 2"
"309280","309840"," Bailarás.","Speaker 1"
"310120","310460"," Good.","Speaker 1"
"311020","314020"," So we get the future tense without having to learn anything new.","Speaker 1"
"314420","323860"," We just have to remember that we can look back at haber and see what the different versions of haber were, and then use them to build our future.","Speaker 1"
"325020","329000"," So, in fact, we have two future tenses, let's say.","Speaker 1"
"329000","331980"," We have will and would.","Speaker 1"
"332800","334180"," They are both future tenses.","Speaker 1"
"335880","338720"," Now, é, émos, a, as, an.","Speaker 1"
"339580","341320"," They work for all verbs.","Speaker 1"
"342000","342840"," Er, ir, ar.","Speaker 1"
"342880","343600"," It doesn't matter.","Speaker 1"
"343720","346540"," They are all using these sounds to form will.","Speaker 1"
"347380","349440"," And we have the same situation with would.","Speaker 1"
"349920","352400"," Er, ir, ar verbs, they are all together.","Speaker 1"
"353240","357620"," And our key sound for would is ia.","Speaker 1"
"357620","362640"," So we add on ia to the end of the verb.","Speaker 1"
"363420","368840"," We are accenting it again, because it's pushing the accent into the future.","Speaker 1"
"369780","377080"," And this ia actually gives us I, he, she, it, and you fumel.","Speaker 1"
"377260","383600"," So here I is jumping in with he, she, it, and you fumel.","Speaker 1"
"383600","385560"," So bailaria.","Speaker 1"
"387120","398660"," Bailaria means I would dance, he would dance, she would dance, you fumel would dance, or it would dance, if you can think of some context where that would make sense.","Speaker 1"
"400160","402780"," I think you can work out what the rest would be.","Speaker 1"
"403440","404180"," So let's try.","Speaker 1"
"404840","407220"," How would you say we would dance?","Speaker 1"
"409580","409880"," Bailariamos.","Speaker 2"
"409880","410800"," Good.","Speaker 2"
"411120","413480"," The only thing is the accent stays on the ia.","Speaker 1"
"415140","415740"," Bailariamos.","Speaker 2"
"417380","417560"," Good.","Speaker 1"
"417800","418860"," They or you guys?","Speaker 1"
"420660","421260"," Bailarian.","Speaker 2"
"422500","423540"," And you in fumel?","Speaker 1"
"425930","426530"," Bailarias.","Speaker 2"
"426730","427090"," Good.","Speaker 1"
"427530","428070"," So that's it.","Speaker 1"
"428130","428530"," That's would.","Speaker 1"
"429370","435610"," So the would and will share some characteristics, as they are both different futures, no?","Speaker 1"
"436010","440330"," They share the characteristic that we are adding on to the full verb.","Speaker 1"
