"start","end","text","speaker"
"840","4640"," We saw many uses for se, the sound se.","Speaker 1"
"4900","10180"," We have se as a verb, yo se, from saber, I know.","Speaker 1"
"10660","14920"," And this se is written with a written accent, se or yo se.","Speaker 1"
"15260","21840"," Or we said lo se is very common, I know it, just because se, se, se is a little short.","Speaker 1"
"22100","24380"," So you might hear lo se, lo se, lo se, I know it.","Speaker 1"
"24800","35340"," And then we have the grammatical se, which we've seen as self, himself, herself, themselves, yourself, speaking formally, itself, oneself.","Speaker 1"
"36200","40860"," So for example, you can say he stays or he remains himself.","Speaker 1"
"42140","42980"," Se queda.","Speaker 2"
"43200","44040"," Se queda, good.","Speaker 1"
"44140","49420"," So this is the se that we have for him, her, your, formal, it, themselves.","Speaker 1"
"50220","55360"," And then we also had the se, which was when we have two los together.","Speaker 1"
"55720","66680"," The first one, the personal one, will turn into se, only because Spanish doesn't like phonetically the sound of having these two los together.","Speaker 1"
"66960","72180"," So for example, if we had a verb like to prepare, what is to prepare?","Speaker 1"
"74040","74620"," Preparar.","Speaker 2"
"74700","75360"," Preparar.","Speaker 1"
"75660","76680"," And I prepare?","Speaker 1"
"78240","78880"," Preparo.","Speaker 2"
"78960","79680"," Preparo.","Speaker 1"
"79860","80880"," I prepare it?","Speaker 1"
"82500","83420"," Lo preparo.","Speaker 2"
"83420","85200"," And I prepare them it?","Speaker 1"
"85600","88140"," I prepare it for them or I prepare them it?","Speaker 1"
"89500","90520"," Se lo preparo.","Speaker 2"
"90560","92120"," Se lo preparo, good.","Speaker 1"
"92220","95380"," This les turns into se because we can't have les lo.","Speaker 1"
"95900","103540"," So we've seen these uses of se so far, the grammatical se, for self and then also this phonetic change.","Speaker 1"
"104200","108140"," We have one more use for se to see, one more use for se.","Speaker 1"
"108720","122760"," Now when we combine se with me, te, le, les, nos, we get the meaning of on me in English, in the sense of it died on me.","Speaker 1"
"122880","125860"," Maybe the computer breaks down and you say it died on me.","Speaker 1"
"126260","129820"," So you can say it died on me, it ran out on me.","Speaker 1"
"130120","134500"," So you have this on me structure in English, which you can use with only some verbs.","Speaker 1"
"135120","141580"," Now in Spanish you can do this as well, only it's much more common and it's not restricted to just a few verbs.","Speaker 1"
"142360","147880"," Adding se and then me, te, nos, le, les.","Speaker 1"
"148260","152720"," So for example, the door was la puerta, la puerta.","Speaker 1"
"153060","156420"," And to close was cerrar, cerrar.","Speaker 1"
"156620","162160"," So if you want to say the door closes, you will say the door closes itself.","Speaker 1"
"162640","163720"," So let's make that first.","Speaker 1"
"163780","164520"," How would you say that?","Speaker 1"
"164580","166000"," The door closes itself.","Speaker 1"
"167680","169820"," La puerta se cierra.","Speaker 2"
"170100","170340"," Good.","Speaker 1"
"170680","173480"," La puerta se cierra o se cierra la puerta.","Speaker 1"
"173660","174260"," It's flexible.","Speaker 1"
"174980","181300"," Now if you want to say the door closes on me, se me cierra la puerta.","Speaker 1"
"181780","185880"," So maybe the door keeps closing by itself and you want to give that on me feeling.","Speaker 1"
"186220","188960"," La puerta se me cierra, se me cierra la puerta.","Speaker 1"
"189200","190440"," Either are okay.","Speaker 1"
"191140","196640"," To burn in Spanish is quemar, q-u-e-m-a-r, quemar.","Speaker 1"
"196640","197500"," Quemar.","Speaker 2"
"198620","207360"," So if you want to say the dinner burns, the dinner gets burnt, what was the dinner or to dine?","Speaker 1"
"208300","208800"," Cenar.","Speaker 1"
"208980","209580"," Cenar.","Speaker 1"
"209640","214380"," So cenar was to have dinner or to dine and the dinner, the noun, how was it?","Speaker 1"
"215320","215660"," Cena.","Speaker 1"
"216000","216460"," La cena.","Speaker 1"
"216720","216980"," Good.","Speaker 1"
"217480","221320"," So it burns itself, the dinner, the dinner gets burnt.","Speaker 1"
"222700","224760"," La cena se quema.","Speaker 2"
"225240","226300"," La cena se quema.","Speaker 1"
"226640","233100"," Now if you want to say the dinner burns on me, the dinner's burning on me, how would you make that meaning?","Speaker 1"
"234800","236920"," La cena se me quema.","Speaker 2"
"237120","238360"," La cena se me quema.","Speaker 1"
"238620","239880"," Se me quema la cena.","Speaker 1"
"240760","251680"," So you don't have to worry about using this structure for now until you're really comfortable with all of these little words like mer, lo, le, la, sen, sen, etc, all of this.","Speaker 1"
"251800","253080"," But you will hear it.","Speaker 1"
"253480","257959"," So we're looking at this just briefly now so it doesn't cause any confusion when you hear it.","Speaker 1"
"258120","267240"," When you have this extra se and you know it's extra because it's coming with me, te, nos, le, it shouldn't cause any confusion if you hear se, me, se, nos, se, te.","Speaker 1"
"267600","269880"," Then you understand what is happening.","Speaker 1"
"271240","271720"," Acabar.","Speaker 1"
"272060","274520"," Acabar is to finish or to run out.","Speaker 1"
"275160","275640"," Acabar.","Speaker 1"
"276560","277040"," Acabar.","Speaker 2"
"277220","277480"," Good.","Speaker 1"
"278020","279700"," A, c, a, b, a, r.","Speaker 1"
"280520","281000"," Acabar.","Speaker 1"
"281380","286080"," How would you say the battery runs out or the battery runs itself out?","Speaker 1"
"286460","288540"," The battery is la batería.","Speaker 1"
"289160","289980"," La batería.","Speaker 1"
"291460","294120"," La batería se acaba.","Speaker 2"
"294380","294760"," Good.","Speaker 1"
"295140","296480"," La batería se acaba.","Speaker 1"
"297040","312040"," If you want to say, oh, my battery always runs out, you're talking about your phone and your battery is always running out, you can say, my battery, the battery, like we said, we don't use my as much in Spanish as we do in English, the battery always runs out on me.","Speaker 1"
"312040","314720"," The battery always runs out on me.","Speaker 1"
"314800","315980"," What was the word for always?","Speaker 1"
"317160","317660"," Siempre.","Speaker 1"
"317860","318040"," Good.","Speaker 1"
