"start","end","text","speaker"
"1100","2860"," You remember how to say to call?","Speaker 1"
"4320","10500"," We need to open the association between To call and to phone and to call myself.","Speaker 1"
"10880","12940"," My name is and then you remember it.","Speaker 1"
"13300","14800"," Yes, llamar.","Speaker 1"
"15340","21740"," Now we can look a little bit at how the line in the past and the dot in the past interact.","Speaker 1"
"22560","25980"," Now we do this in some very common structures in both languages.","Speaker 1"
"26360","30960"," For example, you might say something like I was cooking when the phone rang.","Speaker 1"
"31619","34280"," So I was cooking when the phone rang.","Speaker 1"
"34400","37280"," Which part is the line and which part is the point?","Speaker 1"
"39600","40880"," I was cooking is the line.","Speaker 2"
"41080","41400"," Good.","Speaker 1"
"41600","42800"," The phone rang is the dot.","Speaker 2"
"42980","43340"," Good.","Speaker 1"
"43960","46980"," So let's begin with I was cooking.","Speaker 1"
"47400","48240"," What is to cook?","Speaker 1"
"50120","50740"," Cocinar.","Speaker 2"
"50940","51380"," Cocinar.","Speaker 1"
"51720","51900"," Good.","Speaker 1"
"52420","53140"," I was cooking.","Speaker 1"
"55120","55740"," Cocinaba.","Speaker 2"
"56120","56520"," When.","Speaker 1"
"57980","58380"," Cuanto.","Speaker 2"
"58620","59120"," Cuando.","Speaker 1"
"59960","61620"," The phone rang.","Speaker 1"
"62380","67160"," El telefono is the phone, like in English, which is actually from Greek.","Speaker 1"
"67380","73320"," This first bit, tele, means far, distant and phone means a voice.","Speaker 1"
"73580","76080"," So it's the distant voice is the telephone.","Speaker 1"
"76900","84000"," So when the phone rang and we will say when the phone sounded and to sound is sonar.","Speaker 1"
"84600","85080"," Sonar.","Speaker 1"
"85520","87600"," So when the phone sounded.","Speaker 1"
"89300","92660"," Cuanto el telefono sonó.","Speaker 2"
"93160","93880"," All together.","Speaker 1"
"94120","97380"," I was cooking when the phone rang.","Speaker 1"
"97760","99720"," Not from memory, but thinking it through again.","Speaker 1"
"100300","102260"," I was cooking when the phone rang.","Speaker 1"
"104040","107620"," Cocinaba cuanto el teléfono sonó.","Speaker 2"
"107880","108500"," Very good.","Speaker 1"
"109200","115380"," Cocinaba cuando el teléfono sonó or Cocinaba cuando sonó el teléfono.","Speaker 1"
"115380","118900"," Which would probably be more natural order in Spanish.","Speaker 1"
"119420","121740"," Cocinaba cuando sonó el teléfono.","Speaker 1"
"122140","123980"," But both orders are perfectly fine.","Speaker 1"
"124440","127080"," To arrive was llegar.","Speaker 1"
"127699","128160"," Llegar.","Speaker 1"
"128460","129139"," To arrive.","Speaker 1"
