"start","end","text","speaker"
"970","18230"," These go verbs, these verbs that take go instead of o for the i version in the present, also behave a little bit strangely in the future tenses, in the will and would tenses.","Speaker 1"
"18950","27810"," So we can look at that now and whilst looking at it revise the endings that we learned for will and would.","Speaker 1"
"28370","40070"," So we said that our will endings, what we add on to the two form of the verb to get will, are the same as those very irregular versions of are there in the present.","Speaker 1"
"40290","44410"," So we can make that connection to help us internalize them.","Speaker 1"
"44570","47150"," Can you talk me through those will endings?","Speaker 1"
"48270","53630"," So it's e for I and emos for us.","Speaker 2"
"54410","55250"," For we, very good.","Speaker 1"
"56150","61190"," A for he, she, it and you formal.","Speaker 2"
"62010","63310"," An for they.","Speaker 2"
"63989","66570"," They or you plural and the last one you informal.","Speaker 1"
"66930","67230"," As.","Speaker 1"
"67410","67690"," Good.","Speaker 1"
"67830","76630"," So we have the endings and our endings for would, which again we are adding on to the two form of the verb.","Speaker 1"
"77290","80590"," We need to remember one key sound for would.","Speaker 1"
"81110","86070"," If we remember how to say I would like, that's a nice hook to remember the key sound.","Speaker 1"
"86190","87150"," So what is the key sound?","Speaker 1"
"89130","89430"," Ia.","Speaker 2"
"89650","90130"," Ia.","Speaker 1"
"90510","95750"," And then on to Ia we can add on of course our mos or n or s if we need to.","Speaker 1"
"96190","96350"," Good.","Speaker 1"
"97150","112390"," So go verbs, these verbs that have go and then ga for the mood tense, when they are building the futures they have a contraction but they all make the same contraction.","Speaker 1"
"113250","116570"," For example I will have is tendre.","Speaker 1"
"117230","117990"," Tendre.","Speaker 1"
"118510","119270"," Tendre.","Speaker 2"
"119550","119930"," Tendre.","Speaker 1"
"120210","122450"," So of course it should be tenere.","Speaker 1"
"122450","122710"," No?","Speaker 1"
"123950","125050"," But it's tendre.","Speaker 1"
"125490","130110"," So that last e of tenere turns into a d and we get tendre.","Speaker 1"
"130490","135010"," This is a contraction because it means we end up with two syllables instead of three.","Speaker 1"
"135290","140710"," It would be tenere but it's tendre, which just makes everything a little bit more efficient.","Speaker 1"
"141370","145670"," But all of these verbs, these go verbs, are behaving in a similar way.","Speaker 1"
"146210","148670"," So we have to come.","Speaker 1"
"150710","152590"," And I will come.","Speaker 1"
"154990","156050"," Very good.","Speaker 1"
"156370","157250"," I would come.","Speaker 1"
"157930","160330"," The same contraction for both futures.","Speaker 1"
"163930","164630"," Good.","Speaker 1"
"164930","165830"," I would come.","Speaker 1"
"166110","166790"," We would come.","Speaker 1"
"166790","176410"," We would come later but we don't have time.","Speaker 1"
"183070","183810"," Good.","Speaker 2"
"185750","189790"," What was to put?","Speaker 1"
"191430","192850"," And I put?","Speaker 1"
"194410","194970"," Pongo.","Speaker 2"
"195270","195810"," Pongo.","Speaker 1"
"196290","203750"," So this go alerts us to the fact that this verb will behave in this irregular way as well.","Speaker 1"
"203870","207410"," So if you want to say I will put it here, how would it be?","Speaker 1"
"207650","208850"," I will put it here.","Speaker 1"
"212220","212780"," Good.","Speaker 1"
"212980","215980"," I would put it here.","Speaker 1"
"216180","217140"," I would put it here.","Speaker 1"
"220060","220620"," Good.","Speaker 1"
"220880","222020"," We would put it here.","Speaker 2"
"224960","225680"," Good.","Speaker 2"
"227260","229960"," And we will put it here.","Speaker 1"
"232960","233680"," Good.","Speaker 1"
"235740","237520"," What was to leave or to go out?","Speaker 1"
"239880","242160"," I leave or I go out?","Speaker 1"
"245240","254040"," So again this go can set off a little alarm bell that this verb will probably be irregular in the futures.","Speaker 1"
"254500","257260"," So how would you say I would leave or I would go out?","Speaker 1"
"260680","261200"," Good.","Speaker 1"
"261880","264800"," You would leave or you would go out informally?","Speaker 1"
"269040","270500"," Will you leave?","Speaker 1"
"270700","272080"," Will you go out tonight?","Speaker 1"
"272700","273940"," Will you go out tonight?","Speaker 1"
"277660","278700"," That's would you.","Speaker 1"
"279060","280160"," Now we want will you.","Speaker 1"
"283040","283620"," Good.","Speaker 1"
"285400","289260"," But of course we have esta noche which is future context.","Speaker 1"
"289700","290900"," So we could just use the present.","Speaker 1"
"291700","293580"," We could just say you go out tonight.","Speaker 1"
"294040","295100"," We don't need the future.","Speaker 1"
"295260","296080"," So how would that be?","Speaker 1"
