"start","end","text","speaker"
"1100","2660"," What was the word for what?","Speaker 1"
"5190","16470"," What, when it's not a question, is loce loce For example, if you want to say I saw what you're doing.","Speaker 1"
"16650","21190"," This is not a question No, I saw what you're doing here.","Speaker 1"
"21430","23530"," The what is not a question here.","Speaker 1"
"23710","27190"," It's loce I cooked what they're eating.","Speaker 1"
"27570","32870"," I cooked what they're eating Here what is not a question.","Speaker 1"
"33350","41110"," No, I cooked what they're eating Or what they're eating if we mean right now.","Speaker 1"
"41210","42130"," So what?","Speaker 1"
"42770","44490"," Not as a question is loce.","Speaker 1"
"44930","49590"," How would you say I don't want you to speak about what we spoke about?","Speaker 1"
"50590","57610"," But you know, we don't need this about So the first bit is I don't want you to speak and let's speak informally.","Speaker 1"
"57710","65050"," I don't want you to speak I don't want that you speak No quiero que hables.","Speaker 1"
"65190","65810"," Very good.","Speaker 1"
"65970","70150"," No quiero que hables about Is it de?","Speaker 1"
"70530","75190"," De, you could use or you could use Sobre.","Speaker 1"
"75410","87350"," Sobre, good So no quiero que hables de or sobre what we spoke about and we can just say what we spoke Lo que hablamos.","Speaker 1"
"87590","88830"," Yes, it's the same in the past.","Speaker 1"
"89430","103050"," So give it to me now all together I don't want you to speak about what we spoke about from the beginning and thinking it through again No quiero que hables sobre lo que hablamos Good.","Speaker 1"
"103270","108350"," No quiero que hables sobre lo que hablamos or no quiero que hables de lo que hablamos.","Speaker 1"
"108570","108810"," Good","Speaker 1"
"108810","114990"," But that sentence could be ambiguous no, I mean in your mind when you're creating this sentence","Speaker 1"
"114990","120910"," You will have the context very strongly in your mind that you're thinking about what we spoke about the other day","Speaker 1"
"120910","125990"," But that doesn't necessarily mean that the person receiving it has that same context in their mind","Speaker 1"
"125990","128190"," They might depends what your conversation is about","Speaker 1"
"128190","133270"," But if you don't have a context that's shared it could be ambiguous you could understand","Speaker 1"
"133270","136410"," I don't want you to speak about what we speak about","Speaker 1"
"136410","142830"," Generally because of course we have hablamos which can be past or present no quiero que hables sobre lo que hablamos","Speaker 1"
"142830","146550"," Generally, so there's two ways here that you could","Speaker 1"
"147150","154450"," Clarify you could add something like the other day el otro día no quiero que hables sobre lo que hablamos el otro día","Speaker 1"
"154450","160970"," So you are showing with some time expression that it was past or you could use the line in the past","Speaker 1"
"160970","162970"," What we were speaking about?","Speaker 1"
"162970","169290"," Because here it's interchangeable the meaning changes so slightly and both meanings are fine","Speaker 1"
"169290","173910"," No, if we look at the English, I don't want you to speak about what we were speaking about","Speaker 1"
