"start","end","text","speaker"
"970","2950"," What was to speak in Spanish?","Speaker 1"
"4490","4910"," Hablar.","Speaker 2"
"5130","5730"," Hablar.","Speaker 1"
"6110","7090"," I spoke?","Speaker 1"
"8590","8930"," Hablé.","Speaker 2"
"9230","9830"," Hablé.","Speaker 1"
"10210","12810"," And he spoke, she spoke, you formal spoke?","Speaker 1"
"14050","14810"," Habló.","Speaker 2"
"14910","15490"," Habló.","Speaker 1"
"15650","15930"," Good.","Speaker 1"
"16570","18970"," We spoke is hablamos.","Speaker 1"
"19610","24830"," Which I'm sure you've noticed is exactly the same as the present we speak.","Speaker 1"
"25190","39630"," So hablamos means we speak or we spoke which for one side is wonderful because it means you get another version of this very irregular tense without having to to remember a new one.","Speaker 1"
"40250","46010"," But of course it can cause some ambiguity and in real life it can cause some ambiguity.","Speaker 1"
"46390","52630"," Not often, mind, because most of the time you have some context showing that you're talking about the past.","Speaker 1"
"53590","57650"," For example, the word for when is cuando.","Speaker 1"
"58630","63330"," So if you want to say when we speak, I understand everything.","Speaker 1"
"64410","65610"," What was to understand?","Speaker 1"
"67010","67730"," Comprender.","Speaker 2"
"68790","72510"," So when we speak, I understand everything.","Speaker 1"
"75070","78510"," Cuando hablamos, comprendo todo?","Speaker 2"
"78790","79070"," Good.","Speaker 1"
"79350","81470"," Cuando hablamos, comprendo todo.","Speaker 1"
"82430","87590"," So cuando hablamos, that bit could be when we speak generally or when we spoke.","Speaker 1"
"87910","97350"," So that second half brings us into the context and we understand that when we speak generally speaking, I understand everything.","Speaker 1"
"98670","101010"," Cuando hablamos, comprendo todo.","Speaker 1"
"101750","113390"," But if you wanted to say when we spoke, I understood everything, then of course the first bit is going to be the same, but that second bit, I understood everything, is going to give you that context.","Speaker 1"
"113390","115130"," So let's practice that one.","Speaker 1"
"115210","117970"," When we spoke, I understood everything.","Speaker 1"
"122710","124070"," Very good.","Speaker 2"
"124610","126790"," Cuando hablamos, comprendí todo.","Speaker 1"
"127570","133930"," So again, the second part of that sentence is making it clear whether this hablamos is the present or the past.","Speaker 1"
"134470","136450"," Cuando hablamos, comprendo todo.","Speaker 1"
"136930","139290"," Cuando hablamos, comprendí todo.","Speaker 1"
"140130","141450"," We spoke yesterday.","Speaker 1"
"141810","142930"," We spoke yesterday.","Speaker 1"
"144610","145750"," Hablamos ayer.","Speaker 1"
"145950","146910"," Hablamos ayer.","Speaker 1"
"147050","147350"," Good.","Speaker 1"
"147750","152470"," And we know that we can use the present with future context in Spanish.","Speaker 1"
"152690","158990"," So if you wanted to say we will speak tomorrow, Hablamos mañana.","Speaker 1"
"159270","160170"," Hablamos mañana.","Speaker 1"
"160710","162930"," So hablamos ayer, we spoke yesterday.","Speaker 1"
"163330","165970"," Hablamos mañana, we will speak tomorrow.","Speaker 1"
"166530","169090"," How would you say we wait a lot?","Speaker 1"
"169450","171050"," We wait a lot generally.","Speaker 1"
"171550","173210"," What is a lot in Spanish?","Speaker 1"
"174670","175230"," Mucho.","Speaker 2"
"175290","175570"," Good.","Speaker 1"
"176410","177610"," To wait or to hope?","Speaker 1"
"180030","180590"," Esperar.","Speaker 1"
"180590","181150"," Esperar.","Speaker 1"
"181290","185650"," If you forget this one, you can think of desperate, which means unhoped.","Speaker 1"
"186710","188210"," Desesperado in Spanish.","Speaker 1"
"188690","198390"," Again, one of these adoído adjectives from the version that comes after haber, you can see desesperar, desesperado, which made desperate.","Speaker 1"
"199150","203350"," And it's desesperado in Spanish, not desperado.","Speaker 1"
"203550","209870"," Like we have some Spanishisms, let's say, that have entered the English, but they can enter incorrectly.","Speaker 1"
"210270","214010"," Like desperado is desesperado in Spanish.","Speaker 1"
"214190","216590"," Or in English, you might hear no problema.","Speaker 1"
"216830","218810"," This is mostly based on Spanish.","Speaker 1"
"219150","223430"," But of course, problem in Spanish is problema, not problema.","Speaker 1"
"223670","228510"," And actually you would say ningún problema, not no problema.","Speaker 1"
"229450","231490"," So, esperar, to wait or to hope.","Speaker 1"
"232350","234870"," So, talking generally, we wait a lot.","Speaker 1"
"235130","236150"," We wait around a lot.","Speaker 1"
"238290","239410"," Esperamos mucho.","Speaker 2"
"239850","240830"," Esperamos mucho.","Speaker 1"
"241470","242830"," Maybe you meant yesterday.","Speaker 1"
"243530","243770"," No?","Speaker 1"
"244170","247670"," Here it might be ambiguous, unless the context is clear.","Speaker 1"
"248290","251390"," So, if you want to clarify, you might want to say the word yesterday.","Speaker 1"
"251890","254250"," How would you say we waited a lot yesterday?","Speaker 1"
